participant,bin,P1,N1,EPN,LPP
pilot11,8,-2.3508,-3.293,3.0113,2.4593
pilot11,8,1.3597,-3.2253,-5.4354,1.7364
pilot11,7,-4.9889,-7.9627,-7.0013,0.12759
pilot11,1,-1.3893,-11.3713,-5.2041,1.009
pilot11,6,4.7415,0.57862,-0.42461,-1.1541
pilot11,8,-4.6376,-1.0226,-7.0906,2.0099
pilot11,2,-1.0664,-2.1223,5.1626,0.82252
pilot11,8,1.323,-1.8108,-5.4421,-0.020983
pilot11,7,-0.082941,0.021702,1.1836,-0.82069
pilot11,5,-2.9597,-3.0669,-3.9363,0.99833
pilot11,8,-2.3278,-3.2584,-2.3916,1.2574
pilot11,8,0.15429,-1.4472,-9.3755,5.9369
pilot11,1,0.9935,-0.6283,2.0216,4.2629
pilot11,4,-1.2251,6.8848,-3.8865,1.6927
pilot11,5,-3.1885,-4.8313,-2.6906,1.9315
pilot11,2,-1.4846,-5.3312,3.6303,-4.5284
pilot11,2,-1.3481,-5.6519,-0.81225,1.9179
pilot11,5,-3.9861,-9.1239,-5.907,-2.6517
pilot11,3,-2.6931,-11.279,-5.8717,-0.011323
pilot11,1,-6.8825,-7.2112,-9.2124,-2.211
pilot11,6,-0.27894,-8.7723,-5.5243,1.1328
pilot11,1,0.4659,-2.8921,-3.3733,-2.3303
pilot11,6,6.9714,-2.3985,6.9136,3.1864
pilot11,5,-3.8469,-11.3327,-7.966,3.3059
pilot11,5,-1.008,-5.1359,-2.4062,3.6954
pilot11,8,-0.25384,1.7811,-1.4392,-3.0478
pilot11,8,-0.19596,3.8974,1.8418,-0.4078
pilot11,7,-5.9152,-6.3225,-1.8486,0.29944
pilot11,2,-1.883,-10.7606,-2.5857,2.869
pilot11,1,-2.778,-2.1455,2.2417,-0.35412
pilot11,7,4.6035,1.1243,0.2696,2.279
pilot11,5,-7.4318,-14.0617,-3.5445,4.1728
pilot11,5,-1.2348,-9.3238,-0.091059,-0.084011
pilot11,7,1.0838,-2.0614,-3.1476,0.99516
pilot11,1,3.5844,-0.66546,1.2785,1.7408
pilot11,2,-1.0039,-4.3139,-0.99942,1.027
pilot11,1,-6.5584,-6.2376,-2.539,-1.0908
pilot11,3,-0.84524,2.8429,-3.1735,0.40207
pilot11,4,-1.7322,-5.295,-11.5273,-0.26928
pilot11,6,2.6718,-7.9361,0.34718,4.6709
pilot11,5,-0.014877,-7.742,1.1971,1.8627
pilot11,5,-4.7456,-9.4954,-2.7562,-0.12834
pilot11,8,-3.8872,-7.6241,-6.3597,1.8257
pilot11,6,-2.9952,-7.7122,-5.037,3.864
pilot11,8,-3.1229,-4.0281,-5.9003,-3.0172
pilot11,6,1.2372,-4.1817,-6.7553,4.8516
pilot11,8,5.5016,0.48318,-5.679,-4.9549
pilot11,8,-0.79479,-3.8278,-6.1043,2.2515
pilot11,4,-2.2071,-2.3904,-4.3916,0.78168
pilot11,2,5.2788,0.31233,2.3409,-1.3085
pilot11,6,3.7496,-5.53,-3.8918,-0.77923
pilot11,6,-8.8309,-7.9684,-3.3289,-2.1512
pilot11,1,-4.5018,-0.19983,0.94653,4.606
pilot11,1,1.5727,1.996,-0.57518,2.8324
pilot11,3,1.2513,-9.2044,-7.8852,3.4981
pilot11,5,5.0234,-0.66318,6.0092,-3.8629
pilot11,2,4.1985,1.1757,-3.743,-1.8976
pilot11,5,-2.7787,-12.8309,-4.0402,1.6042
pilot11,1,-2.9176,-7.3978,0.65903,-1.9574
pilot11,5,1.6811,-7.3783,-0.52742,-0.42522
pilot11,3,-10.979,-9.7375,-10.0687,3.4445
pilot11,7,-0.10534,-5.2492,-3.2581,-5.3252
pilot11,1,-3.8289,-12.5116,-3.576,-1.1403
pilot11,4,-4.0686,-4.015,-4.0131,-1.6551
pilot11,1,5.3877,3.2414,3.7028,0.29086
pilot11,3,-0.11719,-5.3355,-6.1767,-3.8916
pilot11,2,1.0436,-6.7144,2.5522,3.0613
pilot11,8,-2.7333,0.87052,3.2824,-1.8172
pilot11,8,3.0113,3.4595,3.3771,5.0649
pilot11,3,-6.6193,-11.0187,-10.7765,0.34224
pilot11,5,-6.1857,-11.9244,-8.6928,7.0376
pilot11,3,2.0604,-6.4955,-2.2919,2.0733
pilot11,8,-1.3665,-6.7329,-3.8079,3.988
pilot11,7,2.6281,-2.9103,1.7882,4.4837
pilot11,7,-1.8411,-6.9451,-6.9324,0.69957
pilot11,3,4.7506,-2.2521,-0.42233,-1.8144
pilot11,6,-2.8823,-7.1663,-0.6637,2.372
pilot11,7,-3.2211,-6.8341,-9.4092,-2.0898
pilot11,7,0.10968,-0.47591,-0.55186,2.8126
pilot11,2,4.4628,-2.8946,-0.072182,-0.9286
pilot11,3,4.7,-3.973,-0.44055,-2.7602
pilot11,2,8.4906,-5.877,-0.63161,1.0705
pilot11,6,2.7432,-6.7271,-2.3378,2.0386
pilot11,2,5.5759,-9.0011,-1.2773,-1.2284
pilot11,8,3.5754,2.9495,3.5719,9.8005
pilot11,6,2.7432,-3.5481,3.6082,-1.6229
pilot11,6,6.6428,-4.398,-2.9453,0.7133
pilot11,2,-1.1998,-12.1901,-1.6146,3.5977
pilot11,7,-2.2325,-2.8625,-11.6986,5.2632
pilot11,2,4.8817,-1.2647,7.4285,2.1541
pilot11,1,-0.36539,-5.0742,0.38054,3.0206
pilot11,7,-2.9289,1.3163,0.64333,0.31037
pilot11,8,-2.6962,-3.7617,-4.9055,-0.27791
pilot11,6,-0.26192,-2.3205,1.2081,1.8908
pilot11,2,0.58851,-6.4462,0.55264,4.9774
pilot11,3,-1.3414,-7.6797,-2.6023,4.2604
pilot11,4,-1.0898,-1.0501,-2.9565,3.6943
pilot11,8,0.87375,-1.9606,-3.5487,-2.1775
pilot11,4,3.7058,2.3377,0.66273,1.0102
pilot11,1,2.0388,-0.25006,-1.5325,0.61522
pilot11,1,-1.7015,-6.8027,-1.9369,1.5625
pilot11,8,5.152,0.043087,0.74614,2.4453
pilot11,2,4.4585,-9.1881,-5.0118,6.1633
pilot11,7,-5.3812,-6.3043,-0.82466,1.2332
pilot11,7,-1.3176,-3.2731,-5.4348,0.35712
pilot11,2,-2.7983,-10.3271,-7.3691,1.5834
pilot11,1,-2.4807,-9.0258,-2.939,-1.9103
pilot11,2,3.3256,-6.8767,-0.69078,4.0572
pilot11,3,-2.136,-9.511,-8.7335,3.9111
pilot11,3,5.4994,2.4747,3.2566,-3.5746
pilot11,8,4.4615,-0.69822,-0.011599,4.3801
pilot11,7,-0.75589,-5.2697,-3.2947,-1.1056
pilot11,4,-1.5473,-3.8506,2.428,-4.0054
pilot11,2,4.1737,-4.537,3.1422,2.294
pilot11,3,-0.41553,-11.2953,-10.2863,4.0954
pilot11,2,-3.8593,-5.613,-4.1361,0.017357
pilot11,3,-2.9692,-15.7887,-8.8316,-1.3894
pilot11,5,-2.9691,-9.4662,3.978,4.6305
pilot11,2,-3.4499,-9.4925,-3.2407,0.42657
pilot11,4,0.07683,-3.1535,-5.2945,-3.9968
pilot11,2,4.8452,-2.2584,1.3456,-0.42156
pilot11,3,3.3374,-1.2223,-5.2973,0.72612
pilot11,4,1.2794,3.5781,-3.8922,7.8117
pilot11,6,5.9648,0.40985,1.668,2.5293
pilot11,8,-10.2423,-11.2633,-10.2556,2.7455
pilot11,3,4.9833,-6.9511,0.71816,2.7541
pilot11,3,0.14756,-4.2723,-3.1397,3.2144
pilot11,8,-2.2189,-0.85899,-13.2803,-1.8191
pilot12,5,1.839,-1.0675,-1.7176,0.29528
pilot12,6,7.3536,8.268,7.3138,0.72606
pilot12,8,-2.9839,0.92672,-1.4338,1.2316
pilot12,6,-0.27915,0.67501,-2.828,0.88152
pilot12,2,3.2548,1.0949,1.4707,1.6314
pilot12,5,5.3866,7.6974,4.2497,0.77972
pilot12,7,0.33594,-0.83165,-0.35252,-1.1091
pilot12,3,1.3307,1.9428,2.1476,1.3602
pilot12,7,0.60431,0.83635,-3.318,-1.2573
pilot12,6,-4.4579,-2.1441,-4.9602,4.1839
pilot12,6,-0.85946,-3.4867,-3.6746,1.5911
pilot12,3,4.9914,8.0773,-5.2845,-0.36107
pilot12,7,-1.8035,3.0844,2.2244,-0.13847
pilot12,6,0.098339,0.74481,-1.9781,3.6681
pilot12,7,4.4457,4.0696,1.245,1.1495
pilot12,3,1.629,4.4446,3.1024,2.2875
pilot12,8,-3.3567,1.2021,-5.273,0.52505
pilot12,2,4.2604,-4.3156,-3.2788,0.39121
pilot12,4,-4.0664,-1.1064,-2.1593,-0.0017095
pilot12,1,3.9203,2.3824,6.3048,3.3568
pilot12,7,0.79552,-1.1737,-3.651,5.282
pilot12,1,5.3272,0.58796,2.5755,-1.2706
pilot12,8,-2.5187,-8.0263,-0.68554,-0.72139
pilot12,5,2.0627,-1.6531,0.64462,0.020667
pilot12,2,1.1402,0.54659,-2.256,-1.414
pilot12,3,-2.5795,0.119,-3.2135,-5.2792
pilot12,8,-3.164,2.1764,3.7971,-5.0318
pilot12,4,-2.2337,-0.25667,0.37862,-2.6741
pilot12,5,0.069254,-2.3505,0.97764,0.63735
pilot12,8,-0.3997,-2.4182,-0.62358,-0.61049
pilot12,1,0.19948,-2.8274,-1.1034,1.1076
pilot12,6,1.8408,-1.0967,0.90795,-0.32878
pilot12,8,7.4922,10.7131,6.7762,-1.9923
pilot12,1,4.5187,-0.083805,1.9712,-2.4095
pilot12,6,-1.7915,-1.5821,-0.7483,1.1057
pilot12,5,3.8007,-0.33175,1.7195,0.1925
pilot12,5,6.0198,2.2673,6.96,-1.7194
pilot12,5,3.6726,4.2881,5.363,-1.1916
pilot12,8,1.1825,4.193,3.4845,2.0724
pilot12,4,1.3305,6.6541,2.1392,1.6075
pilot12,4,-0.45517,-1.498,-3.9063,-0.93183
pilot12,5,-1.4678,1.5746,0.79559,-0.60577
pilot12,2,2.2351,3.5454,0.42553,2.1699
pilot12,3,1.0078,5.0411,1.4591,-0.20625
pilot12,4,-7.1793,-6.2925,-3.9757,1.6639
pilot12,3,3.5907,6.6279,0.63826,-0.092016
pilot12,1,3.6624,2.8461,4.8884,-3.4688
pilot12,8,3.1686,1.6362,3.3093,-2.106
pilot12,4,-0.079227,3.215,3.8901,1.9864
pilot12,7,1.9089,0.11767,-1.1412,1.0861
pilot12,1,5.6895,4.6207,1.6931,2.0661
pilot12,1,1.9255,2.9158,1.1475,-2.632
pilot12,7,-1.025,-4.3254,-5.2633,-2.0699
pilot12,8,-0.80829,-2.6497,1.6325,-0.19417
pilot12,4,-3.0633,-3.9136,-3.8449,-2.8683
pilot12,6,-1.0044,-1.9889,-6.0919,1.2671
pilot12,4,1.1853,-1.9781,-0.86772,0.006419
pilot12,6,7.4282,11.2118,8.2098,-1.9253
pilot12,7,-2.5306,0.86462,-4.3089,0.89109
pilot12,8,3.3267,5.6345,4.6162,2.3992
pilot12,2,1.5132,1.2633,0.47628,-0.37101
pilot12,1,-0.64886,-2.8514,0.8905,0.18888
pilot12,5,5.6383,1.4714,3.3876,-3.1447
pilot12,3,-0.46467,1.6056,-0.28025,-1.7361
pilot12,6,5.731,1.8582,-1.0039,0.0078588
pilot12,8,-1.8368,-2.5601,1.5291,2.0517
pilot12,6,2.8546,-3.2409,-2.8899,-0.20811
pilot12,7,0.945,4.4777,0.14388,4.6623
pilot12,2,-2.3764,-1.5885,-4.0476,0.7093
pilot12,3,-1.3574,-1.2735,-2.001,4.1239
pilot12,2,3.1493,1.481,-0.12514,-0.54465
pilot12,1,5.1316,0.51982,7.0113,4.3938
pilot12,4,-2.1455,-1.1916,-4.2367,1.0186
pilot12,2,0.73976,-0.12275,-0.18784,2.0885
pilot12,8,-0.3053,-1.2175,-2.3197,0.33708
pilot12,4,-1.058,-1.9311,0.31027,-0.71532
pilot12,5,1.2549,-3.3842,-1.5775,0.91511
pilot12,2,7.6627,5.2169,3.477,1.3992
pilot12,4,1.2806,0.92327,-2.8807,0.76429
pilot12,3,1.0697,-2.0597,-0.34462,1.48
pilot12,4,2.6176,1.465,0.29629,-4.641
pilot12,8,3.1417,-2.3505,-2.1489,-0.19883
pilot12,2,0.23338,-0.77479,1.7915,-1.2198
pilot12,7,-0.062523,-1.2569,-2.7382,0.98154
pilot12,6,2.8273,-0.93872,-0.51145,0.070845
pilot12,7,3.7285,4.8562,7.2941,-1.236
pilot12,6,1.5385,-0.73877,-1.0181,2.2178
pilot12,4,-1.1765,-4.2722,-2.6988,3.1544
pilot12,3,-2.3347,-1.2985,-3.2481,3.2617
pilot12,7,1.3445,1.203,1.4403,-1.414
pilot12,8,-3.8447,0.11041,0.87073,2.4962
pilot12,6,-0.90208,-3.799,-1.1469,2.9143
pilot12,3,-3.809,4.5928,2.2874,2.892
pilot12,7,-1.8092,-2.8411,-6.8788,-0.31681
pilot12,3,2.7658,4.1922,2.1245,0.86268
pilot12,5,4.7074,2.4996,8.874,4.0215
pilot12,1,1.865,0.66945,2.9643,1.7596
pilot12,4,3.6362,5.4682,0.85958,-0.22038
pilot12,5,4.5421,2.8238,2.9131,1.6627
pilot12,6,2.0941,2.5098,0.099508,-1.2015
pilot12,1,0.79597,-3.6773,0.46731,-3.2203
pilot12,6,0.28388,-3.5162,-0.87609,0.4847
pilot12,7,2.4175,7.0434,1.8832,4.022
pilot12,6,1.2477,1.658,2.7645,1.1575
pilot12,6,-3.8126,-4.3949,-6.3121,-0.194
pilot12,2,-2.1616,0.62272,-5.4993,1.4483
pilot12,3,4.5138,7.0022,1.308,2.3262
pilot12,6,-2.1638,-4.7591,-0.17461,-1.7484
pilot12,7,0.29057,-1.4326,0.75626,-0.53898
pilot12,4,1.567,-1.5266,0.71366,0.97249
pilot12,6,5.8206,4.9124,4.6019,6.4796
pilot12,4,-2.8686,-1.3485,2.4864,-0.63715
pilot12,5,-0.57016,4.6992,1.9505,3.0247
pilot12,3,3.1046,2.343,-4.9608,-1.827
pilot12,6,0.2148,0.35167,-1.2405,-2.0253
pilot12,5,3.3998,-2.2861,-0.40897,-0.23152
pilot12,7,-0.14071,2.6158,-0.12804,-2.914
pilot12,7,1.693,-0.11202,-4.5193,3.3181
pilot12,6,-0.42835,-2.5165,-3.0777,-0.039552
pilot12,5,0.94725,1.0404,1.2136,-0.72448
pilot12,2,-1.0361,-0.8007,-2.0902,-2.2601
pilot12,3,-7.7744,-0.032485,-4.8663,0.11329
pilot12,5,0.88697,-0.40681,0.79079,-0.18089
pilot12,6,0.71873,0.90221,1.9722,2.6024
pilot12,3,3.1913,6.3484,3.7914,3.5138
pilot12,5,-0.41401,-4.3416,-5.301,0.792
pilot12,6,3.9903,-4.635,-4.1611,0.62615
pilot12,7,0.50925,2.1478,1.8738,1.6359
pilot12,7,2.8,5.6417,0.39065,3.3002
pilot12,7,4.4173,5.8472,3.6413,0.40972
pilot12,6,2.0812,-1.2841,-3.6097,-0.23953
pilot12,2,-5.4901,-7.2291,-5.4726,-0.63604
pilot12,1,-1.0533,1.7186,1.0397,0.86118
pilot12,6,-1.835,-0.13048,-0.82064,1.0178
pilot12,7,3.8243,2.6408,-0.64068,3.022
pilot12,3,-0.98087,-1.1657,-3.9075,-1.5861
pilot12,2,2.9755,-4.956,-3.3361,-1.1217
pilot12,7,-3.1033,-3.263,-6.4693,-0.7644
pilot12,6,-1.4913,-3.1784,-5.4311,-3.8583
pilot12,7,4.611,8.1622,0.94934,-1.2862
pilot12,8,0.78129,2.4104,1.8908,2.3196
pilot12,8,0.77352,4.8793,2.9776,-4.4161
pilot12,5,6.1794,4.4215,3.5828,0.82836
pilot12,3,6.5379,7.3359,0.76969,0.87958
pilot12,2,3.615,3.3026,1.4367,-1.4133
pilot12,6,-2.4178,-5.1145,-4.5992,1.4269
pilot12,2,0.020995,0.8298,-4.6024,0.20465
pilot12,6,2.8541,-3.2564,-1.7402,-1.1837
pilot12,3,0.81085,2.8961,0.48703,2.5096
pilot12,8,0.3911,2.6717,-0.85538,-0.46353
pilot12,6,2.7055,0.48715,0.60128,-0.011664
pilot12,4,-2.36,0.92418,-2.3732,2.6118
pilot12,8,3.6618,8.2877,8.5429,1.3239
pilot12,3,2.1429,0.63281,-1.5676,0.15626
pilot12,3,5.454,2.4846,-1.6343,2.0549
pilot12,4,4.0144,4.5552,2.4813,-0.80039
pilot12,2,10.1497,4.795,-0.87669,1.9679
pilot12,6,-2.119,-2.0631,0.059179,1.7324
pilot12,6,2.1873,1.654,-0.066981,3.1765
pilot12,7,2.2582,0.4397,-4.5393,-0.51333
pilot12,4,-1.7658,0.2956,-2.7698,1.4613
pilot12,3,-0.55312,5.9385,5.1833,4.9083
pilot12,3,3.0771,4.0821,-0.63599,-2.5084
pilot12,8,3.6174,-0.28373,-3.268,-2.6511
pilot12,6,-0.08836,-0.26841,-0.14645,1.6161
pilot12,7,3.9946,5.6958,-0.092046,-2.1393
pilot12,2,-3.4568,-7.5708,-8.5815,-2.9973
pilot12,8,-1.0978,-2.2654,-2.2152,-1.0693
pilot12,7,0.70041,4.4018,-0.059918,3.1366
pilot12,4,6.4132,1.4035,-4.3559,2.6448
pilot12,8,4.9519,5.2654,7.3252,0.13833
pilot12,6,3.0468,3.3077,-0.25692,-1.189
pilot12,7,-3.0321,0.041005,-6.3134,-1.5999
pilot12,8,-1.6976,-1.1215,-2.3742,-0.71518
pilot12,5,5.8172,1.0532,2.6943,5.2641
pilot12,2,-0.78482,-4.8776,-6.948,-0.67461
pilot12,2,2.7049,0.80157,-2.4532,-5.0298
pilot12,1,0.94568,-5.063,-1.0196,-1.3944
pilot12,7,0.41342,2.2885,-2.4657,3.3985
pilot12,1,3.9395,2.9035,6.505,2.502
pilot12,7,0.67513,2.9967,6.2049,-1.1705
pilot12,7,3.65,3.2034,2.8233,-0.82743
pilot12,7,-0.16755,-2.1032,-2.9947,-0.44798
pilot12,2,0.15584,1.6169,-1.9727,0.11406
pilot12,5,3.4779,0.8511,2.3729,-0.84932
pilot12,8,-1.4396,1.8953,-0.56347,-0.82729
pilot12,4,4.3424,-1.5047,-1.4299,-0.55368
pilot12,4,-2.5786,-1.4955,3.9556,0.31255
pilot12,1,1.2901,0.65211,2.8223,0.98868
pilot12,7,2.4134,1.4166,-3.7532,1.1943
pilot12,7,0.65105,-0.060677,0.47595,0.96804
pilot12,1,-0.76077,-7.8431,-7.7213,1.2291
pilot12,7,-0.1718,1.3426,-1.3474,-1.8112
pilot12,8,4.8193,6.3052,5.9635,4.2441
pilot12,3,0.5394,4.6151,-2.2726,8.0879
pilot12,8,0.28645,0.99246,2.3789,3.1213
pilot12,6,0.63746,-0.2667,-1.057,1.3987
pilot12,1,2.2832,-1.2712,3.7478,-1.0912
pilot12,1,1.255,-4.1921,-2.9062,-0.9185
pilot12,2,2.3975,1.8281,-0.67221,1.1296
pilot12,5,-0.75774,-2.5272,-2.6842,-0.63361
pilot12,5,0.092363,-2.0115,0.8821,-1.0942
pilot12,3,-8.5143,-2.0893,-3.6407,-0.45454
pilot12,4,3.3865,3.3817,-2.9038,2.433
pilot12,4,0.053187,-2.3696,-2.4462,-1.7377
pilot12,8,4.5241,2.9194,4.1591,4.1633
pilot12,5,5.7962,-1.6801,-3.0344,-0.82266
pilot12,2,5.9207,3.8395,3.4716,1.7842
pilot12,4,2.3399,-2.5654,0.24707,-0.028003
pilot12,3,0.51854,-0.39092,-0.49361,4.8378
pilot12,4,-0.13733,0.84217,0.80539,1.0331
pilot12,5,6.1571,0.97296,-1.9137,0.39408
pilot12,5,4.3561,1.0996,-0.44831,1.9794
pilot12,8,-1.0989,0.76723,5.1444,2.3976
pilot12,3,2.2256,5.1347,5.205,-0.38691
pilot12,2,-3.5669,-2.6311,-4.1391,-0.24274
pilot12,3,-1.1805,5.3607,-3.7849,0.79549
pilot12,3,1.37,1.5702,1.3492,0.50642
pilot12,3,-0.036914,-1.453,-2.3649,3.3958
pilot12,7,1.138,1.1869,0.9594,1.0812
pilot12,2,2.2368,2.0872,2.9767,-0.10045
pilot12,2,2.1141,-2.3394,-0.34456,0.31749
pilot12,3,1.1887,4.3296,3.4651,4.0031
pilot12,6,0.82673,0.3554,-0.48034,2.0472
pilot12,6,-3.5934,-2.2873,-2.1431,5.4644
pilot12,5,4.5317,-2.6478,-3.2989,-0.16636
pilot12,3,-0.21719,6.4038,-0.7613,1.5366
pilot12,3,-4.9504,-5.0909,-0.39609,3.4526
pilot12,5,2.5873,2.5711,2.3982,-3.1471
pilot12,1,-1.859,-3.4611,-3.3951,0.98796
pilot12,2,1.0941,2.2457,-3.942,1.8676
pilot12,1,-3.1464,0.79048,-1.805,-1.2797
pilot12,2,-0.02039,1.6828,1.9002,2.2963
pilot12,4,6.1248,1.2845,5.171,0.77832
pilot12,5,0.26061,-3.0344,5.0156,0.95126
pilot12,1,-0.60101,-4.7672,-4.129,-5.7003
pilot12,3,-1.7164,-1.913,-6.9573,0.80655
pilot12,8,1.6933,7.5003,-1.8823,0.44537
pilot12,1,3.9051,0.16594,3.5229,1.8547
pilot12,1,2.6169,2.462,0.8201,0.41844
pilot12,8,0.47017,-3.8708,-2.0636,-0.86321
pilot12,1,0.71414,-1.4619,1.734,-1.3632
pilot12,8,-2.0688,-3.5686,-3.28,0.39763
pilot12,1,5.4562,-3.989,-3.9477,-2.4432
pilot12,4,2.6958,2.5848,1.4473,2.3261
pilot12,4,-3.3206,-0.1995,0.2309,-2.4104
pilot12,6,0.4507,0.15195,4.2909,2.3832
pilot12,1,9.9137,2.1127,0.93584,-1.5528
pilot12,5,3.2266,-2.2623,0.73854,2.4969
pilot12,5,5.538,1.3806,3.8501,3.6411
pilot12,6,1.9191,-0.50819,-3.6411,-2.8144
pilot12,1,-4.8827,-6.9275,-6.4942,-1.525
pilot12,5,3.5158,1.5508,0.6214,-0.66822
pilot12,3,1.9678,3.132,-4.1271,1.5803
pilot12,4,-0.12513,-1.8281,-0.6948,1.6379
pilot12,8,-0.40304,0.45861,0.97058,-0.0091182
pilot12,6,0.76161,2.9517,1.7771,-1.7001
pilot12,2,-0.63909,-0.89837,-1.0821,-2.0964
pilot12,1,5.266,4.4254,1.1633,-0.067207
pilot12,1,13.5015,6.0882,9.0654,3.2723
pilot12,8,-3.3082,-3.8057,-1.5901,0.02448
pilot12,7,0.37711,0.5486,-2.6057,-1.1921
pilot12,2,-1.6912,-1.7267,-3.2078,-0.59871
pilot12,4,-1.9712,-1.7397,-1.9493,1.0137
pilot12,1,1.8903,-1.7555,0.5325,-1.5346
pilot12,5,2.4244,2.5552,2.4096,-2.5291
pilot12,6,1.0799,-2.8309,-2.0428,-2.5939
pilot12,2,0.55394,-3.9337,-2.6827,-0.35617
pilot12,1,2.9562,0.41185,-2.5999,0.6193
pilot12,2,4.4592,-2.3909,-2.8367,0.49419
pilot12,5,1.9165,-0.066268,3.2379,-1.3318
pilot12,3,2.9057,2.8049,4.0286,-1.5979
pilot12,4,-0.075773,-0.31811,-0.77633,2.2265
pilot12,6,4.9229,4.7143,5.9098,2.0238
pilot12,7,2.1882,-3.1661,-2.6304,0.80042
pilot12,3,-0.34387,0.5507,-1.4325,0.87765
pilot12,7,3.4661,3.5366,-2.0902,-0.026235
pilot12,8,1.8781,2.4539,2.9351,3.2962
pilot12,2,0.001783,-2.4144,-5.6044,0.46275
pilot12,7,-3.368,-3.3677,-4.3681,-1.4692
pilot12,4,-0.12842,-1.0816,-0.78296,3.7079
pilot12,4,-0.12697,5.3353,-0.56695,3.0109
pilot12,7,4.9326,5.8138,1.9582,3.7173
pilot12,2,6.8249,1.4198,2.0859,2.1467
pilot12,2,-2.134,-1.4151,-1.0806,-0.63153
pilot12,7,0.16152,-7.3637,-7.1756,-0.89934
pilot12,6,0.36918,1.9505,-2.4784,-0.87336
pilot12,6,2.2411,1.3256,-0.53578,-0.95405
pilot12,2,-0.67477,-2.9888,-1.5731,0.60614
pilot12,8,2.7216,2.7726,0.82564,-3.6699
pilot12,2,2.9015,-2.905,1.4,0.26541
pilot12,3,1.0379,1.6126,-1.2049,-3.2902
pilot12,7,-2.0042,-1.6757,-2.8702,-0.33123
pilot12,5,6.3603,3.8119,3.7085,-3.6868
pilot12,1,0.35538,-0.54787,-0.8387,-0.72439
pilot12,1,1.7981,0.31382,2.2862,-3.5536
pilot12,7,3.6291,-1.3347,-0.27863,0.23531
pilot12,5,4.5604,4.3408,7.6492,-0.25821
pilot12,4,-1.0666,3.1058,4.9818,0.77206
pilot12,3,3.686,6.2193,3.94,2.3028
pilot12,4,0.09057,-4.419,-6.1887,-0.80149
pilot12,3,-1.908,1.2867,0.11524,2.4358
pilot12,5,1.8412,2.8515,-2.0913,-0.24715
pilot12,4,6.6347,3.2472,0.59395,-1.3738
pilot12,4,3.9461,0.025251,-2.0726,1.1735
pilot12,2,-0.01463,-1.1009,-0.76436,2.2017
pilot12,1,4.9086,-0.18146,5.8821,1.293
pilot12,2,2.6495,2.7176,1.8121,-3.0388
pilot12,8,3.4559,2.2927,1.2752,1.3607
pilot12,4,6.9625,7.5319,6.7077,3.9228
pilot12,4,-0.031188,-0.90442,-0.41555,-0.45392
pilot12,7,-1.1858,-1.2489,-4.4212,-1.4939
pilot12,5,0.95317,-2.5918,0.55258,1.9848
pilot12,1,3.573,4.786,2.4563,1.1893
pilot12,6,-2.1216,0.67935,-0.51995,0.80654
pilot12,5,3.3114,-1.2183,1.6771,-1.9493
pilot12,1,4.5438,-0.99051,-2.2982,-0.44219
pilot12,6,3.1645,1.9677,-0.69932,2.7947
pilot12,7,0.074244,4.9026,3.0347,0.37374
pilot12,4,-0.5352,-2.0028,-3.2091,-0.85145
pilot12,2,0.97897,3.3123,1.8848,-0.21813
pilot12,5,2.202,-2.0655,-2.9189,-2.9789
pilot12,5,5.0055,-5.0904,-1.7922,-1.7985
pilot12,8,-3.1789,-0.43826,1.6344,1.3049
pilot12,5,3.7957,0.22835,0.59268,-0.72369
pilot12,5,1.4491,-2.3015,4.261,-2.2867
pilot12,1,-1.9375,-0.84217,-1.9787,1.3105
pilot12,1,-1.8691,-4.8719,-3.6997,1.5227
pilot12,7,-1.4182,0.25483,-0.90014,0.37056
pilot12,1,-2.1869,-3.0754,-2.3202,-3.374
pilot12,3,-1.1271,1.7371,-1.3093,-1.2998
pilot12,8,2.8675,1.9532,3.1663,2.453
pilot12,8,3.4879,2.7039,-2.4993,0.28864
pilot12,1,0.061818,0.030201,2.7348,2.3317
pilot12,5,-2.379,-4.0933,2.5021,-2.5113
pilot12,6,5.9048,5.156,0.92837,-4.7811
pilot12,3,-1.3473,-3.6251,-6.0168,2.6989
pilot12,8,-2.1141,1.3755,-3.0871,3.4264
pilot12,6,-3.5853,0.26826,2.2068,0.33041
pilot12,3,0.23345,2.3763,-0.88344,0.94082
pilot12,8,-3.6906,-0.6959,-2.684,3.1698
pilot12,3,0.49403,0.023768,2.7346,1.0755
pilot12,3,-0.17721,8.0884,4.9045,0.41599
pilot12,6,1.5969,-2.1529,3.6054,-1.0534
pilot12,8,-0.83209,0.67586,0.74605,-0.5264
pilot12,8,-7.4933,-2.1361,-4.4937,1.746
pilot12,4,2.0542,-2.0632,-0.84795,2.5552
pilot12,4,-0.91454,2.2603,4.4647,-1.8398
pilot12,1,-0.99499,-0.51484,-4.4702,3.431
pilot12,6,1.8181,-0.94494,0.20478,3.5175
pilot12,5,3.2048,-1.8678,-3.0819,-0.82405
pilot12,5,-0.045763,-1.6097,-4.3111,1.2802
pilot12,8,5.4772,3.1158,1.3258,0.056493
pilot12,8,4.6741,3.9212,-1.1686,-2.8633
pilot12,8,-0.19046,4.3045,4.6958,2.6689
pilot12,4,-0.25113,2.3701,2.1287,-0.36096
pilot12,7,1.476,3.2429,4.357,1.3189
pilot12,5,6.3453,0.83939,-1.3713,0.85559
pilot12,6,4.5539,-1.3554,-1.255,-0.19222
