       value	     chindex	     chlabel	        bini	           binlabel	ERPset
     101.563	          65	          P1	           5	   neutralLargeDark	vp37
     113.281	          65	          P1	           6	   neutralSmallDark	vp37
     140.625	          65	          P1	           7	 neutralLargeBright	vp37
     121.094	          65	          P1	           8	 neutralSmallBright	vp37
      66.406	          65	          P1	           1	  negativeLargeDark	vp38
     125.000	          65	          P1	           2	  negativeSmallDark	vp38
     136.719	          65	          P1	           3	negativeLargeBright	vp38
     144.531	          65	          P1	           4	negativeSmallBright	vp38
     117.188	          65	          P1	           5	   neutralLargeDark	vp38
      93.750	          65	          P1	           6	   neutralSmallDark	vp38
     121.094	          65	          P1	           7	 neutralLargeBright	vp38
     144.531	          65	          P1	           8	 neutralSmallBright	vp38
     136.719	          65	          P1	           1	  negativeLargeDark	vp39
     128.906	          65	          P1	           2	  negativeSmallDark	vp39
     148.438	          65	          P1	           3	negativeLargeBright	vp39
     148.438	          65	          P1	           4	negativeSmallBright	vp39
     128.906	          65	          P1	           5	   neutralLargeDark	vp39
     132.813	          65	          P1	           6	   neutralSmallDark	vp39
     105.469	          65	          P1	           7	 neutralLargeBright	vp39
      70.313	          65	          P1	           8	 neutralSmallBright	vp39
      82.031	          65	          P1	           1	  negativeLargeDark	vp40
     117.188	          65	          P1	           2	  negativeSmallDark	vp40
     140.625	          65	          P1	           3	negativeLargeBright	vp40
      89.844	          65	          P1	           4	negativeSmallBright	vp40
     105.469	          65	          P1	           5	   neutralLargeDark	vp40
     121.094	          65	          P1	           6	   neutralSmallDark	vp40
     136.719	          65	          P1	           7	 neutralLargeBright	vp40
     148.438	          65	          P1	           8	 neutralSmallBright	vp40
     109.375	          65	          P1	           1	  negativeLargeDark	vp41
     105.469	          65	          P1	           2	  negativeSmallDark	vp41
      93.750	          65	          P1	           3	negativeLargeBright	vp41
     105.469	          65	          P1	           4	negativeSmallBright	vp41
     121.094	          65	          P1	           5	   neutralLargeDark	vp41
      89.844	          65	          P1	           6	   neutralSmallDark	vp41
      89.844	          65	          P1	           7	 neutralLargeBright	vp41
     144.531	          65	          P1	           8	 neutralSmallBright	vp41
     117.188	          65	          P1	           1	  negativeLargeDark	vp42
     128.906	          65	          P1	           2	  negativeSmallDark	vp42
     136.719	          65	          P1	           3	negativeLargeBright	vp42
      78.125	          65	          P1	           4	negativeSmallBright	vp42
     113.281	          65	          P1	           5	   neutralLargeDark	vp42
     113.281	          65	          P1	           6	   neutralSmallDark	vp42
      97.656	          65	          P1	           7	 neutralLargeBright	vp42
      89.844	          65	          P1	           8	 neutralSmallBright	vp42
