       value	     chindex	     chlabel	        bini	           binlabel	ERPset
       0.738	          68	         LPP	           4	negativeSmallBright	vp17
       0.285	          68	         LPP	           5	   neutralLargeDark	vp17
       0.334	          68	         LPP	           6	   neutralSmallDark	vp17
       0.263	          68	         LPP	           7	 neutralLargeBright	vp17
       1.112	          68	         LPP	           8	 neutralSmallBright	vp17
       0.184	          68	         LPP	           1	  negativeLargeDark	vp18
       0.164	          68	         LPP	           2	  negativeSmallDark	vp18
       0.363	          68	         LPP	           3	negativeLargeBright	vp18
       0.043	          68	         LPP	           4	negativeSmallBright	vp18
      -0.005	          68	         LPP	           5	   neutralLargeDark	vp18
       0.431	          68	         LPP	           6	   neutralSmallDark	vp18
      -0.391	          68	         LPP	           7	 neutralLargeBright	vp18
       0.101	          68	         LPP	           8	 neutralSmallBright	vp18
       0.783	          68	         LPP	           1	  negativeLargeDark	vp19
      -0.099	          68	         LPP	           2	  negativeSmallDark	vp19
       0.977	          68	         LPP	           3	negativeLargeBright	vp19
       0.733	          68	         LPP	           4	negativeSmallBright	vp19
       0.504	          68	         LPP	           5	   neutralLargeDark	vp19
      -0.012	          68	         LPP	           6	   neutralSmallDark	vp19
       1.080	          68	         LPP	           7	 neutralLargeBright	vp19
       0.727	          68	         LPP	           8	 neutralSmallBright	vp19
       0.662	          68	         LPP	           1	  negativeLargeDark	vp20
       0.210	          68	         LPP	           2	  negativeSmallDark	vp20
       0.653	          68	         LPP	           3	negativeLargeBright	vp20
       0.598	          68	         LPP	           4	negativeSmallBright	vp20
       0.564	          68	         LPP	           5	   neutralLargeDark	vp20
       0.440	          68	         LPP	           6	   neutralSmallDark	vp20
       0.627	          68	         LPP	           7	 neutralLargeBright	vp20
       0.762	          68	         LPP	           8	 neutralSmallBright	vp20
       0.086	          68	         LPP	           1	  negativeLargeDark	vp21
      -0.004	          68	         LPP	           2	  negativeSmallDark	vp21
      -0.037	          68	         LPP	           3	negativeLargeBright	vp21
       0.235	          68	         LPP	           4	negativeSmallBright	vp21
       0.121	          68	         LPP	           5	   neutralLargeDark	vp21
       0.009	          68	         LPP	           6	   neutralSmallDark	vp21
      -0.048	          68	         LPP	           7	 neutralLargeBright	vp21
      -0.203	          68	         LPP	           8	 neutralSmallBright	vp21
       0.951	          68	         LPP	           1	  negativeLargeDark	vp22
       0.439	          68	         LPP	           2	  negativeSmallDark	vp22
       1.047	          68	         LPP	           3	negativeLargeBright	vp22
       1.721	          68	         LPP	           4	negativeSmallBright	vp22
       0.666	          68	         LPP	           5	   neutralLargeDark	vp22
       0.858	          68	         LPP	           6	   neutralSmallDark	vp22
       0.328	          68	         LPP	           7	 neutralLargeBright	vp22
       1.827	          68	         LPP	           8	 neutralSmallBright	vp22
       0.004	          68	         LPP	           1	  negativeLargeDark	vp23
       0.002	          68	         LPP	           2	  negativeSmallDark	vp23
       0.207	          68	         LPP	           3	negativeLargeBright	vp23
      -0.006	          68	         LPP	           4	negativeSmallBright	vp23
       0.380	          68	         LPP	           5	   neutralLargeDark	vp23
      -0.193	          68	         LPP	           6	   neutralSmallDark	vp23
       0.298	          68	         LPP	           7	 neutralLargeBright	vp23
      -0.318	          68	         LPP	           8	 neutralSmallBright	vp23
       0.753	          68	         LPP	           1	  negativeLargeDark	vp24
       0.220	          68	         LPP	           2	  negativeSmallDark	vp24
       0.357	          68	         LPP	           3	negativeLargeBright	vp24
       0.522	          68	         LPP	           4	negativeSmallBright	vp24
       0.600	          68	         LPP	           5	   neutralLargeDark	vp24
       0.721	          68	         LPP	           6	   neutralSmallDark	vp24
       0.825	          68	         LPP	           7	 neutralLargeBright	vp24
       1.131	          68	         LPP	           8	 neutralSmallBright	vp24
       0.768	          68	         LPP	           1	  negativeLargeDark	vp25
       2.013	          68	         LPP	           2	  negativeSmallDark	vp25
       1.349	          68	         LPP	           3	negativeLargeBright	vp25
       2.087	          68	         LPP	           4	negativeSmallBright	vp25
       0.627	          68	         LPP	           5	   neutralLargeDark	vp25
       1.501	          68	         LPP	           6	   neutralSmallDark	vp25
       1.343	          68	         LPP	           7	 neutralLargeBright	vp25
       1.802	          68	         LPP	           8	 neutralSmallBright	vp25
      -0.140	          68	         LPP	           1	  negativeLargeDark	vp26
       0.149	          68	         LPP	           2	  negativeSmallDark	vp26
      -0.064	          68	         LPP	           3	negativeLargeBright	vp26
      -0.119	          68	         LPP	           4	negativeSmallBright	vp26
       0.005	          68	         LPP	           5	   neutralLargeDark	vp26
      -0.534	          68	         LPP	           6	   neutralSmallDark	vp26
       0.227	          68	         LPP	           7	 neutralLargeBright	vp26
       0.123	          68	         LPP	           8	 neutralSmallBright	vp26
       0.102	          68	         LPP	           1	  negativeLargeDark	vp27
       0.316	          68	         LPP	           2	  negativeSmallDark	vp27
       0.377	          68	         LPP	           3	negativeLargeBright	vp27
       0.546	          68	         LPP	           4	negativeSmallBright	vp27
       0.346	          68	         LPP	           5	   neutralLargeDark	vp27
       0.259	          68	         LPP	           6	   neutralSmallDark	vp27
       0.315	          68	         LPP	           7	 neutralLargeBright	vp27
       0.727	          68	         LPP	           8	 neutralSmallBright	vp27
       0.922	          68	         LPP	           1	  negativeLargeDark	vp28
       0.709	          68	         LPP	           2	  negativeSmallDark	vp28
       1.273	          68	         LPP	           3	negativeLargeBright	vp28
       1.848	          68	         LPP	           4	negativeSmallBright	vp28
       0.924	          68	         LPP	           5	   neutralLargeDark	vp28
       0.715	          68	         LPP	           6	   neutralSmallDark	vp28
       1.504	          68	         LPP	           7	 neutralLargeBright	vp28
       1.770	          68	         LPP	           8	 neutralSmallBright	vp28
       1.230	          68	         LPP	           1	  negativeLargeDark	vp29
       0.621	          68	         LPP	           2	  negativeSmallDark	vp29
       2.164	          68	         LPP	           3	negativeLargeBright	vp29
       0.618	          68	         LPP	           4	negativeSmallBright	vp29
       1.360	          68	         LPP	           5	   neutralLargeDark	vp29
       0.745	          68	         LPP	           6	   neutralSmallDark	vp29
       1.469	          68	         LPP	           7	 neutralLargeBright	vp29
       0.892	          68	         LPP	           8	 neutralSmallBright	vp29
       0.604	          68	         LPP	           1	  negativeLargeDark	vp31
       0.290	          68	         LPP	           2	  negativeSmallDark	vp31
       0.923	          68	         LPP	           3	negativeLargeBright	vp31
       0.550	          68	         LPP	           4	negativeSmallBright	vp31
       0.710	          68	         LPP	           5	   neutralLargeDark	vp31
       0.805	          68	         LPP	           6	   neutralSmallDark	vp31
       1.079	          68	         LPP	           7	 neutralLargeBright	vp31
       0.529	          68	         LPP	           8	 neutralSmallBright	vp31
      -0.060	          68	         LPP	           1	  negativeLargeDark	vp33
      -0.161	          68	         LPP	           2	  negativeSmallDark	vp33
      -0.097	          68	         LPP	           3	negativeLargeBright	vp33
      -0.035	          68	         LPP	           4	negativeSmallBright	vp33
      -0.050	          68	         LPP	           5	   neutralLargeDark	vp33
       0.075	          68	         LPP	           6	   neutralSmallDark	vp33
      -0.025	          68	         LPP	           7	 neutralLargeBright	vp33
      -0.102	          68	         LPP	           8	 neutralSmallBright	vp33
       0.212	          68	         LPP	           1	  negativeLargeDark	vp34
      -0.264	          68	         LPP	           2	  negativeSmallDark	vp34
      -0.206	          68	         LPP	           3	negativeLargeBright	vp34
       1.113	          68	         LPP	           4	negativeSmallBright	vp34
       0.003	          68	         LPP	           5	   neutralLargeDark	vp34
       0.072	          68	         LPP	           6	   neutralSmallDark	vp34
