participant,bin,electrode,P1,N1,EPN,LPP
vp22,NegMinNeut,P2,0.34192,0.36238,0.38916,0.62294
vp22,NegMinNeut,P4,-0.13392,0.17467,0.26631,0.16996
vp22,NegMinNeut,P6,-0.16493,-0.023673,0.084363,-0.005884
vp22,NegMinNeut,P8,-0.094623,0.23429,0.24085,0.066832
vp22,NegMinNeut,P10,-0.12871,0.38995,0.021214,-0.20673
vp22,NegMinNeut,PO8,-0.028131,-0.16487,0.023632,-0.19608
vp22,NegMinNeut,PO4,-0.050668,-0.076379,-0.073595,-0.19815
vp22,NegMinNeut,O2,0.20306,0.020953,-0.041361,-0.38028
vp23,localizer,Fp1,0.71939,0.72327,0.98078,0.55992
vp23,localizer,AF7,0.7411,0.13879,1.048,0.61207
vp23,localizer,AF3,0.56912,0.53865,0.86602,0.41028
vp23,localizer,F1,0.14928,0.16617,0.49884,-0.093862
vp23,localizer,F3,0.13819,0.10881,0.65538,0.12213
vp23,localizer,F5,0.28475,-0.35185,0.26579,-0.031206
vp23,localizer,F7,0.37488,-0.70387,0.63475,0.23998
vp23,localizer,FT7,0.21538,-1.175,0.33778,0.1931
vp23,localizer,FC5,0.017832,-0.59284,0.42361,0.32161
vp23,localizer,FC3,-0.10299,0.060827,0.37739,0.087124
vp23,localizer,FC1,-0.11699,0.31004,0.21294,-0.1449
vp23,localizer,C1,-0.013855,0.40353,-0.33202,-0.16902
vp23,localizer,C3,0.042002,0.16396,0.1426,0.18852
vp23,localizer,C5,0.271,-0.50172,0.28024,0.18714
vp23,localizer,T7,0.11771,-2.0174,0.12136,0.038225
vp23,localizer,TP7,0.094315,-2.5765,-0.14806,-0.30691
vp23,localizer,CP5,0.30482,-0.60433,0.062759,-0.056196
vp23,localizer,CP3,0.047226,0.31327,-0.19528,0.03646
vp23,localizer,CP1,-0.021974,0.5432,-0.61815,-0.048419
vp23,localizer,P1,-0.20014,0.86023,-0.82143,-0.10963
vp23,localizer,P3,-0.099661,0.6259,-0.50897,-0.1567
vp23,localizer,P5,0.011493,-0.39657,-0.71422,-0.5767
vp23,localizer,P7,0.23751,-3.5844,-1.4153,-1.428
vp23,localizer,P9,-0.26747,-3.9435,-1.0772,-0.95351
vp23,localizer,PO7,-0.8259,-1.04,-1.9258,-1.3231
vp23,localizer,PO3,-1.1064,1.2576,-1.4777,-0.75853
vp23,localizer,O1,-1.7026,0.61634,-2.2149,-1.1328
vp23,localizer,Iz,-0.95466,-1.1964,-0.79243,-0.51192
vp23,localizer,Oz,-1.8761,0.69568,-1.9578,-0.93216
vp23,localizer,POz,-1.5036,1.6357,-1.2593,-0.46344
vp23,localizer,Pz,-0.37038,0.92959,-0.77959,-0.035558
vp23,localizer,CPz,-0.075021,0.67281,-0.61417,0.0016291
vp23,localizer,Fpz,0.77711,0.83562,1.1029,0.67772
vp23,localizer,Fp2,0.87122,0.44155,1.4119,0.90848
vp23,localizer,AF8,0.98585,0.3903,1.3596,0.90102
vp23,localizer,AF4,0.77171,0.47319,1.0303,0.44841
vp23,localizer,Afz,0.66736,0.3986,1.023,0.50973
vp23,localizer,Fz,0.22485,0.1843,0.52899,-0.080607
vp23,localizer,F2,0.43026,0.43183,0.6776,-0.020053
vp23,localizer,F4,0.49314,0.57577,0.78208,0.12053
vp23,localizer,F6,0.58298,0.3523,0.83205,0.3514
vp23,localizer,F8,0.68963,0.073082,0.97985,0.50108
vp23,localizer,FT8,0.67205,-0.41793,0.66236,0.37134
vp23,localizer,FC6,0.49604,0.30388,0.28571,-0.13712
vp23,localizer,FC4,0.27793,0.64475,0.52675,-0.063442
vp23,localizer,FC2,0.090668,0.5759,0.33041,-0.24798
vp23,localizer,FCz,-0.051101,0.41057,0.19716,-0.32009
vp23,localizer,Cz,-0.02846,0.40479,-0.35245,-0.16966
vp23,localizer,C2,0.041845,0.70262,-0.12544,-0.064125
vp23,localizer,C4,0.16416,0.62281,0.16096,0.11215
vp23,localizer,C6,0.37715,0.17785,0.28044,0.1983
vp23,localizer,T8,0.58319,-0.46533,0.53283,0.36554
vp23,localizer,TP8,0.30402,-0.72934,0.66844,0.66914
vp23,localizer,CP6,0.27387,0.13716,0.09376,0.57468
vp23,localizer,CP4,-0.0068516,0.55237,-0.37852,0.15306
vp23,localizer,CP2,-0.078427,0.65819,-0.60387,-0.018008
vp23,localizer,P2,-0.34528,0.95296,-0.77685,-0.024407
vp23,localizer,P4,-0.46577,0.59553,-0.60756,0.069855
vp23,localizer,P6,-0.24416,0.1145,-0.22113,0.092169
vp23,localizer,P8,-0.18888,-0.86528,0.57728,0.4806
vp23,localizer,P10,-0.17004,-1.8138,1.3435,0.90846
vp23,localizer,PO8,-0.6452,-0.36532,0.2415,0.084627
vp23,localizer,PO4,-1.1345,0.98782,-1.0768,-0.36512
vp23,localizer,O2,-1.5146,0.57887,-1.5426,-0.75328
vp23,NegMinNeut,Fp1,0.10843,0.19433,0.26632,0.090206
vp23,NegMinNeut,AF7,0.11608,0.18638,0.078475,0.036065
vp23,NegMinNeut,AF3,0.12251,0.18966,0.37323,0.15886
vp23,NegMinNeut,F1,0.020399,0.045547,0.32439,0.11735
vp23,NegMinNeut,F3,0.23898,0.22306,0.45079,0.3242
vp23,NegMinNeut,F5,0.0026047,0.15317,0.39299,0.18571
vp23,NegMinNeut,F7,-0.30902,-0.40786,0.056165,-0.40045
vp23,NegMinNeut,FT7,-0.070648,-0.056206,0.058713,0.17989
vp23,NegMinNeut,FC5,-0.39489,-0.28995,0.02045,0.0059277
vp23,NegMinNeut,FC3,0.1358,0.19531,0.37288,0.29967
vp23,NegMinNeut,FC1,0.017316,-0.14985,0.47106,0.38597
vp23,NegMinNeut,C1,0.19832,0.23436,0.78648,0.6863
vp23,NegMinNeut,C3,-0.0023941,-0.021268,0.2464,0.31577
vp23,NegMinNeut,C5,-0.17747,0.0773,0.020734,0.22708
vp23,NegMinNeut,T7,-0.53998,-0.48849,-0.43708,-0.16639
vp23,NegMinNeut,TP7,-0.52728,-0.40925,-0.79176,-0.34417
vp23,NegMinNeut,CP5,-0.33319,-0.06618,-0.33195,0.082712
vp23,NegMinNeut,CP3,0.1189,0.21861,0.24255,0.45964
vp23,NegMinNeut,CP1,0.17602,0.12807,0.3463,0.26258
vp23,NegMinNeut,P1,0.3109,0.27665,0.089478,0.13273
vp23,NegMinNeut,P3,0.013456,0.16137,0.083917,0.25554
vp23,NegMinNeut,P5,-0.037081,0.093927,-0.18113,0.040124
vp23,NegMinNeut,P7,-0.49408,-0.33056,-0.76956,-0.49707
vp23,NegMinNeut,P9,-0.43984,-0.37326,-0.86325,-0.76469
vp23,NegMinNeut,PO7,-0.37177,-0.32155,-0.56377,-0.44263
vp23,NegMinNeut,PO3,0.18447,0.21515,-0.0042965,0.14336
vp23,NegMinNeut,O1,-0.070601,-0.12764,-0.42865,-0.33607
vp23,NegMinNeut,Iz,-0.39208,-0.48574,-0.78365,-0.70426
vp23,NegMinNeut,Oz,-0.36333,-0.2559,-0.67181,-0.44104
vp23,NegMinNeut,POz,-0.12749,-0.070382,-0.21037,-0.08509
vp23,NegMinNeut,Pz,0.30385,0.35417,0.22202,0.2717
vp23,NegMinNeut,CPz,0.29265,0.059671,0.43148,0.3272
vp23,NegMinNeut,Fpz,0.027871,0.12543,0.25469,-0.1125
vp23,NegMinNeut,Fp2,-0.08012,0.041033,0.058932,-0.4987
vp23,NegMinNeut,AF8,-0.12619,-0.13363,-0.23481,-0.70997
vp23,NegMinNeut,AF4,-0.14372,-0.073443,0.15642,-0.21382
vp23,NegMinNeut,Afz,-0.078487,-0.028467,0.21705,-0.14435
vp23,NegMinNeut,Fz,-0.053377,-0.078309,0.33057,0.1455
vp23,NegMinNeut,F2,-0.098494,-0.2019,0.26663,0.095587
vp23,NegMinNeut,F4,-0.13475,-0.18765,0.18239,-0.068644
vp23,NegMinNeut,F6,-0.27715,-0.5171,-0.074263,-0.39153
vp23,NegMinNeut,F8,-0.39393,-0.3928,-0.42055,-0.94922
vp23,NegMinNeut,FT8,-0.057746,-0.068904,-0.23911,-0.73355
vp23,NegMinNeut,FC6,0.24898,-0.40006,0.15872,0.1363
vp23,NegMinNeut,FC4,0.10973,-0.36495,0.078256,0.10337
vp23,NegMinNeut,FC2,-0.0017134,-0.37322,0.26178,0.20557
vp23,NegMinNeut,FCz,0.21453,0.021361,0.61843,0.4272
vp23,NegMinNeut,Cz,0.1933,0.21831,0.78454,0.67537
vp23,NegMinNeut,C2,0.45364,0.001679,0.60886,0.58286
vp23,NegMinNeut,C4,0.21845,-0.062601,0.18812,0.22447
vp23,NegMinNeut,C6,0.37834,0.08736,0.098438,0.08496
vp23,NegMinNeut,T8,0.32044,0.31716,0.051036,-0.15582
vp23,NegMinNeut,TP8,0.15237,0.41386,-0.065696,0.05704
vp23,NegMinNeut,CP6,0.46509,0.49413,-0.1267,0.25697
vp23,NegMinNeut,CP4,0.26244,0.29343,0.0008065,0.26006
vp23,NegMinNeut,CP2,0.32382,0.052058,0.40308,0.32719
vp23,NegMinNeut,P2,0.27302,0.33546,0.25358,0.27314
vp23,NegMinNeut,P4,0.33641,0.41238,-0.038436,0.29239
vp23,NegMinNeut,P6,-0.11204,0.17765,-0.45134,-0.29621
vp23,NegMinNeut,P8,0.13794,0.25684,-0.39293,-0.057483
vp23,NegMinNeut,P10,0.01833,0.11455,-0.51494,-0.13066
vp23,NegMinNeut,PO8,-0.035389,0.21662,-0.45181,0.057889
vp23,NegMinNeut,PO4,-0.033182,0.15292,-0.36958,-0.062362
vp23,NegMinNeut,O2,-0.21794,-0.0018324,-0.88971,-0.48775
vp24,localizer,Fp1,-0.77532,-0.37008,-1.1693,-1.8899
vp24,localizer,AF7,-0.6175,-0.48443,-2.0763,-2.9456
vp24,localizer,AF3,-0.92575,-0.50768,-0.86162,-1.4125
vp24,localizer,F1,-1.1559,-0.63929,-0.5619,-0.98108
vp24,localizer,F3,-0.9024,-0.57297,-1.1892,-1.2219
vp24,localizer,F5,-0.70452,-0.82255,-1.9115,-2.0042
vp24,localizer,F7,-0.60284,-1.1805,-2.7401,-3.41
vp24,localizer,FT7,0.040499,-1.4984,-1.6633,-1.2945
vp24,localizer,FC5,-0.48771,-1.1849,-2.0264,-1.4585
vp24,localizer,FC3,-0.72957,-0.60557,-1.5808,-0.82355
vp24,localizer,FC1,-1.1005,-0.63177,-1.6384,-1.0409
vp24,localizer,C1,-0.9807,-0.46802,-1.9182,-0.21201
vp24,localizer,C3,-0.46021,-0.70298,-1.6187,-0.35666
vp24,localizer,C5,0.17079,-1.1018,-1.292,-0.39344
vp24,localizer,T7,0.0040564,-1.4988,-1.6656,-1.2929
vp24,localizer,TP7,0.99096,-1.0878,0.030997,-0.10106
vp24,localizer,CP5,1.0113,-0.19056,0.05314,0.43154
vp24,localizer,CP3,0.50694,0.59195,-0.13412,0.8528
vp24,localizer,CP1,-0.068505,0.72611,-0.2074,1.225
vp24,localizer,P1,1.1155,3.1095,2.3086,2.3317
vp24,localizer,P3,1.7993,2.7987,1.6574,1.3639
vp24,localizer,P5,2.1779,1.8701,1.3365,0.71231
vp24,localizer,P7,1.6429,-0.04258,0.90825,0.01146
vp24,localizer,P9,0.87327,-0.66892,0.62481,-0.22801
vp24,localizer,PO7,1.7353,1.3289,1.0126,-0.10383
vp24,localizer,PO3,2.2694,5.3868,3.268,1.7766
vp24,localizer,O1,1.4706,2.3025,1.2168,-0.0041511
vp24,localizer,Iz,1.0323,0.537,1.1969,-0.17748
vp24,localizer,Oz,1.7476,2.8286,2.7326,1.2139
vp24,localizer,POz,1.8059,5.3709,5.2113,3.287
vp24,localizer,Pz,0.5955,2.7392,2.585,2.6503
vp24,localizer,CPz,-0.65462,0.24265,-0.74031,1.1711
vp24,localizer,Fpz,-0.93963,-0.42491,-0.34545,-0.62527
vp24,localizer,Fp2,-1.1835,-0.88921,-0.27148,-0.10499
vp24,localizer,AF8,-1.085,-0.75691,-0.078782,0.67645
vp24,localizer,AF4,-1.071,-0.74594,-0.072614,-0.37066
vp24,localizer,Afz,-1.1438,-0.81024,0.096925,-0.59663
vp24,localizer,Fz,-1.1469,-0.61375,-0.54862,-0.95682
vp24,localizer,F2,-1.1356,-0.65216,-0.29325,-0.63726
vp24,localizer,F4,-1.1513,-0.78487,-0.85711,-0.85184
vp24,localizer,F6,-1.1931,-1.1217,-1.0277,-0.56684
vp24,localizer,F8,-1.0408,-1.0745,-0.67578,0.32316
vp24,localizer,FT8,-0.87931,-1.3522,-1.2733,-0.56749
vp24,localizer,FC6,-1.0628,-1.4891,-1.4615,-0.79844
vp24,localizer,FC4,-1.367,-1.3025,-1.6861,-1.117
vp24,localizer,FC2,-1.3793,-0.7049,-1.249,-0.70695
vp24,localizer,FCz,-1.2612,-0.53736,-1.625,-0.90729
vp24,localizer,Cz,-1.4803,-0.78808,-2.6507,-0.28003
vp24,localizer,C2,-1.3644,-0.95779,-1.9672,-0.15868
vp24,localizer,C4,-0.79127,-1.4171,-1.4098,-0.10954
vp24,localizer,C6,-0.59682,-1.4951,-1.0086,-0.16448
vp24,localizer,T8,-0.69878,-1.5452,-0.97979,-0.53942
vp24,localizer,TP8,-0.037126,-1.4129,-0.056471,-0.27952
vp24,localizer,CP6,0.10192,-1.1399,0.16202,0.27862
vp24,localizer,CP4,-0.064689,-0.53506,0.065107,0.82676
vp24,localizer,CP2,-0.3868,0.11078,-0.19608,1.0724
vp24,localizer,P2,0.74403,2.2499,2.5513,2.5201
vp24,localizer,P4,0.84237,0.95138,2.058,1.7765
vp24,localizer,P6,1.1643,0.24916,2.2822,1.3602
vp24,localizer,P8,1.5381,-0.74662,1.8606,0.83539
vp24,localizer,P10,0.64531,-1.1364,0.81168,-0.36657
vp24,localizer,PO8,2.243,-0.085825,2.8201,1.2323
vp24,localizer,PO4,2.1783,3.4672,4.6245,2.6369
vp24,localizer,O2,2.1791,1.9186,3.2543,1.4915
vp24,NegMinNeut,Fp1,0.64497,0.33768,0.89324,0.67156
vp24,NegMinNeut,AF7,0.74626,0.35692,1.0462,0.75158
vp24,NegMinNeut,AF3,0.86973,0.57849,1.0114,0.88768
vp24,NegMinNeut,F1,1.3301,1.2318,1.2005,1.2433
vp24,NegMinNeut,F3,1.0327,0.81926,0.98911,0.87358
vp24,NegMinNeut,F5,0.75019,0.45439,0.81206,0.66738
vp24,NegMinNeut,F7,0.63787,0.24451,0.99595,0.87351
vp24,NegMinNeut,FT7,-0.00049017,-0.14966,0.042274,0.099479
vp24,NegMinNeut,FC5,0.34239,0.22892,0.026,-0.079308
vp24,NegMinNeut,FC3,0.76949,0.63814,0.6572,0.43901
vp24,NegMinNeut,FC1,1.2241,1.2779,1.0723,0.72745
vp24,NegMinNeut,C1,0.60197,0.83273,0.62003,0.066532
vp24,NegMinNeut,C3,0.5914,0.76586,0.29096,0.07843
vp24,NegMinNeut,C5,0.14969,0.32275,-0.18176,-0.10181
vp24,NegMinNeut,T7,-0.055466,-0.15785,0.076305,0.13522
vp24,NegMinNeut,TP7,-0.13907,0.17468,-0.58686,-0.090039
vp24,NegMinNeut,CP5,-0.010335,0.38271,-0.34418,-0.12664
vp24,NegMinNeut,CP3,0.44512,0.74323,-0.060089,-0.21743
vp24,NegMinNeut,CP1,0.28366,0.54032,0.1323,-0.18945
vp24,NegMinNeut,P1,0.33982,0.29338,-0.19909,-0.37941
vp24,NegMinNeut,P3,-0.019996,0.063719,-0.30361,-0.25381
vp24,NegMinNeut,P5,-0.283,-0.42598,-0.93837,-0.60408
vp24,NegMinNeut,P7,-0.49854,-0.30394,-1.2886,-0.69559
vp24,NegMinNeut,P9,-0.43124,-0.14274,-0.91689,-0.49334
vp24,NegMinNeut,PO7,-0.63672,-0.54895,-1.1569,-0.53594
vp24,NegMinNeut,PO3,-0.15163,-0.29471,-0.63879,-0.51738
vp24,NegMinNeut,O1,-0.61623,-0.75513,-1.1735,-0.89787
vp24,NegMinNeut,Iz,-0.41421,-0.46369,-0.94754,-0.59151
vp24,NegMinNeut,Oz,-0.94857,-1.0147,-1.1818,-1.0326
vp24,NegMinNeut,POz,-0.4004,-0.84037,-0.61281,-0.71375
vp24,NegMinNeut,Pz,0.005207,0.090931,-0.037879,-0.41812
vp24,NegMinNeut,CPz,0.043839,0.27693,0.34154,-0.24826
vp24,NegMinNeut,Fpz,0.43902,0.24682,0.65005,0.58761
vp24,NegMinNeut,Fp2,0.1439,0.078388,0.30162,0.46015
vp24,NegMinNeut,AF8,-0.31975,-0.19669,-0.0074558,0.25902
vp24,NegMinNeut,AF4,0.26296,0.32253,0.54048,0.69264
vp24,NegMinNeut,Afz,0.54664,0.30999,0.7581,0.73642
vp24,NegMinNeut,Fz,1.3041,1.2286,1.2185,1.2322
vp24,NegMinNeut,F2,0.69028,0.62396,0.93205,0.96234
vp24,NegMinNeut,F4,0.29149,0.36238,0.67874,0.5814
vp24,NegMinNeut,F6,-0.5394,-0.38146,0.13247,0.33127
vp24,NegMinNeut,F8,-0.66122,-0.6597,-0.24867,0.12161
vp24,NegMinNeut,FT8,-0.78417,-0.4586,-0.19489,-0.13457
vp24,NegMinNeut,FC6,-0.3339,-0.32282,0.10791,0.22326
vp24,NegMinNeut,FC4,0.19574,0.40501,0.79501,0.51681
vp24,NegMinNeut,FC2,0.66929,0.70025,1.0399,0.80188
vp24,NegMinNeut,FCz,0.75748,0.61069,0.92498,0.60842
vp24,NegMinNeut,Cz,0.3134,0.5829,0.55275,0.016308
vp24,NegMinNeut,C2,0.36398,0.37858,0.66351,0.054629
vp24,NegMinNeut,C4,-0.24784,-0.2496,0.23581,-0.076188
vp24,NegMinNeut,C6,-0.59959,-0.4604,-0.21195,-0.22452
vp24,NegMinNeut,T8,-0.8335,-0.72702,-0.56863,-0.21947
vp24,NegMinNeut,TP8,-0.96135,-0.94981,-0.90582,-0.47655
vp24,NegMinNeut,CP6,-0.60598,-0.56651,-0.44802,-0.38982
vp24,NegMinNeut,CP4,-0.32827,-0.42604,-0.20197,-0.41397
vp24,NegMinNeut,CP2,0.11043,0.25863,0.42323,-0.07767
vp24,NegMinNeut,P2,-0.24873,-0.37532,-0.11884,-0.38033
vp24,NegMinNeut,P4,-0.61191,-0.90172,-0.40235,-0.38363
vp24,NegMinNeut,P6,-0.74752,-0.66751,-0.53005,-0.39568
vp24,NegMinNeut,P8,-1.1642,-0.57498,-1.4506,-1.3357
vp24,NegMinNeut,P10,-0.89768,-0.80513,-1.2104,-0.71939
vp24,NegMinNeut,PO8,-0.81351,-0.92912,-1.2242,-0.85341
vp24,NegMinNeut,PO4,-0.69811,-1.0158,-0.78319,-0.62983
vp24,NegMinNeut,O2,-0.89467,-0.99808,-1.0869,-0.8036
vp25,localizer,Fp1,-1.0769,0.26209,-2.7201,-2.1209
vp25,localizer,AF7,-1.0857,0.25901,-2.5057,-2.2414
vp25,localizer,AF3,-1.1817,0.40219,-2.5432,-1.9829
vp25,localizer,F1,-1.3255,0.22627,-2.4884,-2.0748
vp25,localizer,F3,-1.2104,0.6428,-2.4248,-2.0144
vp25,localizer,F5,-1.2031,0.50516,-1.7957,-1.4164
vp25,localizer,F7,-1.103,0.044213,-2.6661,-2.4985
vp25,localizer,FT7,-1.1132,-0.065462,-1.0715,-1.1343
vp25,localizer,FC5,-1.2575,0.3927,-0.51561,-0.27101
vp25,localizer,FC3,-1.3943,0.64343,-1.0888,-0.65238
vp25,localizer,FC1,-1.4049,0.29274,-1.8257,-1.1666
vp25,localizer,C1,-1.3633,0.20225,-0.7932,0.35308
vp25,localizer,C3,-1.2316,0.39625,0.30277,0.84323
vp25,localizer,C5,-0.82903,0.33053,0.97134,0.88231
vp25,localizer,T7,-0.48637,-0.47778,0.31762,-0.31697
vp25,localizer,TP7,0.3244,-0.45231,2.1482,0.57987
vp25,localizer,CP5,0.176,0.31776,2.8255,1.5372
vp25,localizer,CP3,-0.22613,0.48927,2.0479,1.869
vp25,localizer,CP1,-0.49836,-0.0061539,0.76523,1.7311
vp25,localizer,P1,0.72949,0.17611,2.383,2.9399
vp25,localizer,P3,1.1508,0.65678,3.3739,2.6312
vp25,localizer,P5,1.2906,0.71905,4.1557,2.2417
vp25,localizer,P7,1.9911,0.34061,4.1651,1.3991
vp25,localizer,P9,1.4485,-1.144,1.3919,-0.79486
vp25,localizer,PO7,3.6686,1.123,4.7934,1.8557
vp25,localizer,PO3,2.5042,0.73549,2.871,2.6548
vp25,localizer,O1,3.3542,0.72692,0.93373,-0.0992
vp25,localizer,Iz,1.6216,-0.80998,-2.6087,-3.2507
vp25,localizer,Oz,2.4499,-0.0080432,-0.81249,-1.0095
vp25,localizer,POz,2.4093,-0.47173,1.6837,2.483
vp25,localizer,Pz,0.61062,-0.31495,1.9031,3.0879
vp25,localizer,CPz,-0.4654,-0.37178,0.25861,1.71
vp25,localizer,Fpz,-1.0511,0.20937,-2.8706,-1.8067
vp25,localizer,Fp2,-1.0209,-0.03663,-4.0425,-2.5251
vp25,localizer,AF8,-0.96423,-0.34793,-3.6665,-1.732
vp25,localizer,AF4,-1.3718,-0.30479,-3.3141,-2.2141
vp25,localizer,Afz,-1.2731,0.11142,-2.6769,-1.8975
vp25,localizer,Fz,-1.4232,-0.10174,-2.5185,-1.9831
vp25,localizer,F2,-1.3791,-0.32471,-2.4623,-1.7781
vp25,localizer,F4,-1.3943,-0.42478,-2.4267,-1.5542
vp25,localizer,F6,-1.3671,-0.49477,-3.043,-1.7177
vp25,localizer,F8,-1.054,-0.42263,-3.4233,-1.6379
vp25,localizer,FT8,-0.79243,-0.35551,-1.5706,-0.38366
vp25,localizer,FC6,-1.0968,-0.51877,-1.9589,-0.9367
vp25,localizer,FC4,-1.2718,-0.4586,-1.6898,-0.85691
vp25,localizer,FC2,-1.5887,-0.77382,-2.1658,-1.2917
vp25,localizer,FCz,-1.5687,-0.02839,-1.9239,-1.0538
vp25,localizer,Cz,-1.365,-0.09148,-1.5116,0.0045239
vp25,localizer,C2,-1.2476,-0.67207,-1.2888,-0.012261
vp25,localizer,C4,-0.90297,-0.98931,-0.41534,0.16092
vp25,localizer,C6,-0.78464,-0.55004,-0.61685,-0.30307
vp25,localizer,T8,-0.49165,-0.53352,-0.95105,-0.69507
vp25,localizer,TP8,0.35751,-0.19271,1.1715,-0.024725
vp25,localizer,CP6,0.25926,-0.39674,1.9437,0.94892
vp25,localizer,CP4,0.12509,-0.60327,2.1106,1.6931
vp25,localizer,CP2,-0.3455,-0.59815,0.79156,1.6702
vp25,localizer,P2,0.78724,-0.21453,2.664,3.1195
vp25,localizer,P4,1.4591,0.16142,4.1306,3.4203
vp25,localizer,P6,1.9931,0.41501,4.741,2.7325
vp25,localizer,P8,2.1737,0.75866,4.1437,0.94391
vp25,localizer,P10,1.2953,-0.28008,0.39995,-2.0488
vp25,localizer,PO8,3.8211,1.1128,4.7034,1.5391
vp25,localizer,PO4,3.0085,0.5638,4.1073,3.4273
vp25,localizer,O2,3.202,0.62008,2.1979,1.0386
vp25,NegMinNeut,Fp1,-0.41335,-0.66768,-0.91811,-0.51015
vp25,NegMinNeut,AF7,-0.30458,-0.46469,-0.86459,-0.52021
vp25,NegMinNeut,AF3,-0.37586,-0.60838,-1.0173,-0.52614
vp25,NegMinNeut,F1,-0.41924,-0.71369,-1.2434,-0.91643
vp25,NegMinNeut,F3,0.066115,-0.19979,-0.93569,-0.5351
vp25,NegMinNeut,F5,-0.0015859,-0.019663,-0.66663,-0.33815
vp25,NegMinNeut,F7,-0.19932,-0.065731,-0.6699,-0.43093
vp25,NegMinNeut,FT7,0.21895,0.51603,-0.16182,-0.071123
vp25,NegMinNeut,FC5,0.35857,0.53585,-0.14196,0.012424
vp25,NegMinNeut,FC3,0.19391,0.090893,-0.60674,-0.59034
vp25,NegMinNeut,FC1,0.0028891,-0.39271,-0.56184,-0.47382
vp25,NegMinNeut,C1,0.16955,-0.15993,-0.13213,-0.097919
vp25,NegMinNeut,C3,0.11148,0.034406,-0.15994,-0.17111
vp25,NegMinNeut,C5,0.42399,0.63605,0.062648,0.1213
vp25,NegMinNeut,T7,0.47667,0.75579,0.22556,0.23428
vp25,NegMinNeut,TP7,0.32886,0.5009,0.12827,-0.044413
vp25,NegMinNeut,CP5,0.40123,0.40585,0.061703,-0.051156
vp25,NegMinNeut,CP3,0.34872,0.1783,0.00048507,0.092776
vp25,NegMinNeut,CP1,0.54458,0.025694,0.23411,0.088264
vp25,NegMinNeut,P1,0.71389,0.15042,0.33583,0.10813
vp25,NegMinNeut,P3,0.39034,0.089792,0.016933,-0.28266
vp25,NegMinNeut,P5,0.32706,0.52547,0.25545,-0.059022
vp25,NegMinNeut,P7,0.38728,0.68232,0.40724,0.18783
vp25,NegMinNeut,P9,0.84192,1.1595,0.69919,0.29889
vp25,NegMinNeut,PO7,0.29877,0.44621,0.23641,-0.18965
vp25,NegMinNeut,PO3,0.40255,0.22795,0.27777,-0.029634
vp25,NegMinNeut,O1,0.1931,0.20277,0.42046,0.00887
vp25,NegMinNeut,Iz,0.49209,0.52008,0.78383,0.24669
vp25,NegMinNeut,Oz,0.44146,0.41523,0.66293,0.1983
vp25,NegMinNeut,POz,0.76756,0.46726,0.7021,0.51371
vp25,NegMinNeut,Pz,0.70242,0.32794,0.86238,0.52588
vp25,NegMinNeut,CPz,0.56025,-0.048143,0.44478,0.29105
vp25,NegMinNeut,Fpz,-0.50196,-0.7336,-0.80082,-0.34257
vp25,NegMinNeut,Fp2,-0.37319,-0.55027,-0.62015,-0.28552
vp25,NegMinNeut,AF8,-0.2713,-0.20761,-0.23802,-0.070827
vp25,NegMinNeut,AF4,-1.0352,-1.0214,-0.53581,0.28071
vp25,NegMinNeut,Afz,-0.72356,-0.92529,-0.98395,-0.34153
vp25,NegMinNeut,Fz,-0.57021,-0.81161,-1.087,-0.60279
vp25,NegMinNeut,F2,-0.91075,-1.2115,-0.95106,-0.36834
vp25,NegMinNeut,F4,-0.71902,-1.0128,-0.33894,0.29639
vp25,NegMinNeut,F6,-0.57106,-0.42992,0.016087,0.33677
vp25,NegMinNeut,F8,-0.45065,-0.22394,-0.17308,0.15799
vp25,NegMinNeut,FT8,-0.51951,-0.040343,0.2233,0.40451
vp25,NegMinNeut,FC6,-0.81195,-0.047997,0.47158,0.73774
vp25,NegMinNeut,FC4,-0.69902,-0.76097,-0.11751,0.30946
vp25,NegMinNeut,FC2,-0.42335,-0.78251,-0.36644,-0.19561
vp25,NegMinNeut,FCz,-0.2768,-0.65957,-0.62487,-0.54192
vp25,NegMinNeut,Cz,-0.21081,-0.74082,-0.3016,-0.39017
vp25,NegMinNeut,C2,-0.1329,-0.56604,-0.059492,-0.12049
vp25,NegMinNeut,C4,-0.18313,-0.24866,0.21957,0.20747
vp25,NegMinNeut,C6,-0.61541,-0.017731,0.23968,0.32535
vp25,NegMinNeut,T8,-0.44351,0.10294,0.3356,0.36205
vp25,NegMinNeut,TP8,-0.43991,0.37196,0.14332,-0.032433
vp25,NegMinNeut,CP6,-0.24094,0.2592,0.64669,0.48408
vp25,NegMinNeut,CP4,0.038145,0.2482,0.68191,0.39872
vp25,NegMinNeut,CP2,0.082087,-0.024428,0.35288,0.25256
vp25,NegMinNeut,P2,0.53465,0.31371,0.77485,0.45195
vp25,NegMinNeut,P4,0.52363,0.72197,0.95693,0.51316
vp25,NegMinNeut,P6,0.067063,0.5321,0.67405,0.33074
vp25,NegMinNeut,P8,0.039559,0.59798,0.55374,0.040905
vp25,NegMinNeut,P10,0.34846,0.73574,0.4018,-0.14652
vp25,NegMinNeut,PO8,0.30212,0.57106,0.642,0.14278
vp25,NegMinNeut,PO4,0.43465,0.5164,0.69337,0.27731
vp25,NegMinNeut,O2,0.30352,0.49154,0.43328,0.037628
vp26,localizer,Fp1,-0.27495,0.0025568,0.26353,0.02464
