       value	     chindex	     chlabel	        bini	           binlabel	ERPset
     148.438	          70	          N1	           4	negativeSmallBright	vp35
     167.969	          70	          N1	           5	   neutralLargeDark	vp35
     234.375	          70	          N1	           6	   neutralSmallDark	vp35
     195.313	          70	          N1	           7	 neutralLargeBright	vp35
     218.750	          70	          N1	           8	 neutralSmallBright	vp35
     167.969	          70	          N1	           1	  negativeLargeDark	vp36
     191.406	          70	          N1	           2	  negativeSmallDark	vp36
     195.313	          70	          N1	           3	negativeLargeBright	vp36
     210.938	          70	          N1	           4	negativeSmallBright	vp36
     167.969	          70	          N1	           5	   neutralLargeDark	vp36
     191.406	          70	          N1	           6	   neutralSmallDark	vp36
     195.313	          70	          N1	           7	 neutralLargeBright	vp36
     203.125	          70	          N1	           8	 neutralSmallBright	vp36
     210.938	          70	          N1	           1	  negativeLargeDark	vp37
     214.844	          70	          N1	           2	  negativeSmallDark	vp37
     222.656	          70	          N1	           3	negativeLargeBright	vp37
     230.469	          70	          N1	           4	negativeSmallBright	vp37
     203.125	          70	          N1	           5	   neutralLargeDark	vp37
     234.375	          70	          N1	           6	   neutralSmallDark	vp37
     242.188	          70	          N1	           7	 neutralLargeBright	vp37
     179.688	          70	          N1	           8	 neutralSmallBright	vp37
     242.188	          70	          N1	           1	  negativeLargeDark	vp38
     183.594	          70	          N1	           2	  negativeSmallDark	vp38
     230.469	          70	          N1	           3	negativeLargeBright	vp38
     226.563	          70	          N1	           4	negativeSmallBright	vp38
     179.688	          70	          N1	           5	   neutralLargeDark	vp38
     246.094	          70	          N1	           6	   neutralSmallDark	vp38
     187.500	          70	          N1	           7	 neutralLargeBright	vp38
     218.750	          70	          N1	           8	 neutralSmallBright	vp38
     218.750	          70	          N1	           1	  negativeLargeDark	vp39
     218.750	          70	          N1	           2	  negativeSmallDark	vp39
     218.750	          70	          N1	           3	negativeLargeBright	vp39
     261.719	          70	          N1	           4	negativeSmallBright	vp39
     218.750	          70	          N1	           5	   neutralLargeDark	vp39
     218.750	          70	          N1	           6	   neutralSmallDark	vp39
     218.750	          70	          N1	           7	 neutralLargeBright	vp39
     230.469	          70	          N1	           8	 neutralSmallBright	vp39
     156.250	          70	          N1	           1	  negativeLargeDark	vp40
     171.875	          70	          N1	           2	  negativeSmallDark	vp40
     187.500	          70	          N1	           3	negativeLargeBright	vp40
     203.125	          70	          N1	           4	negativeSmallBright	vp40
     156.250	          70	          N1	           5	   neutralLargeDark	vp40
     175.781	          70	          N1	           6	   neutralSmallDark	vp40
     187.500	          70	          N1	           7	 neutralLargeBright	vp40
     183.594	          70	          N1	           8	 neutralSmallBright	vp40
