       value	     chindex	     chlabel	        bini	           binlabel	ERPset
     484.375	          68	LPP_massUniv	           3	negativeLargeBright	vp11
     554.688	          68	LPP_massUniv	           4	negativeSmallBright	vp11
     472.656	          68	LPP_massUniv	           5	   neutralLargeDark	vp11
     484.375	          68	LPP_massUniv	           6	   neutralSmallDark	vp11
     570.313	          68	LPP_massUniv	           7	 neutralLargeBright	vp11
     554.688	          68	LPP_massUniv	           8	 neutralSmallBright	vp11
         NaN	          68	LPP_massUniv	           1	  negativeLargeDark	vp12
     437.500	          68	LPP_massUniv	           2	  negativeSmallDark	vp12
     414.063	          68	LPP_massUniv	           3	negativeLargeBright	vp12
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp12
     433.594	          68	LPP_massUniv	           5	   neutralLargeDark	vp12
     437.500	          68	LPP_massUniv	           6	   neutralSmallDark	vp12
     433.594	          68	LPP_massUniv	           7	 neutralLargeBright	vp12
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp12
     429.688	          68	LPP_massUniv	           1	  negativeLargeDark	vp13
     472.656	          68	LPP_massUniv	           2	  negativeSmallDark	vp13
     570.313	          68	LPP_massUniv	           3	negativeLargeBright	vp13
     445.313	          68	LPP_massUniv	           4	negativeSmallBright	vp13
     480.469	          68	LPP_massUniv	           5	   neutralLargeDark	vp13
     414.063	          68	LPP_massUniv	           6	   neutralSmallDark	vp13
         NaN	          68	LPP_massUniv	           7	 neutralLargeBright	vp13
     453.125	          68	LPP_massUniv	           8	 neutralSmallBright	vp13
         NaN	          68	LPP_massUniv	           1	  negativeLargeDark	vp14
     417.969	          68	LPP_massUniv	           2	  negativeSmallDark	vp14
     519.531	          68	LPP_massUniv	           3	negativeLargeBright	vp14
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp14
     554.688	          68	LPP_massUniv	           5	   neutralLargeDark	vp14
     582.031	          68	LPP_massUniv	           6	   neutralSmallDark	vp14
         NaN	          68	LPP_massUniv	           7	 neutralLargeBright	vp14
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp14
     433.594	          68	LPP_massUniv	           1	  negativeLargeDark	vp15
     441.406	          68	LPP_massUniv	           2	  negativeSmallDark	vp15
         NaN	          68	LPP_massUniv	           3	negativeLargeBright	vp15
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp15
     464.844	          68	LPP_massUniv	           5	   neutralLargeDark	vp15
     437.500	          68	LPP_massUniv	           6	   neutralSmallDark	vp15
     476.563	          68	LPP_massUniv	           7	 neutralLargeBright	vp15
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp15
         NaN	          68	LPP_massUniv	           1	  negativeLargeDark	vp16
     539.063	          68	LPP_massUniv	           2	  negativeSmallDark	vp16
         NaN	          68	LPP_massUniv	           3	negativeLargeBright	vp16
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp16
         NaN	          68	LPP_massUniv	           5	   neutralLargeDark	vp16
     437.500	          68	LPP_massUniv	           6	   neutralSmallDark	vp16
