participant,bin,P1,N1,EPN,LPP
vp01,2,1.2822,-4.0137,-0.98452,-0.7648
vp01,8,1.4353,-2.7876,-0.072417,-0.64809
vp01,7,3.0193,5.9394,-0.011678,-0.26611
vp01,5,3.5009,-1.0942,0.67435,2.6157
vp01,3,1.9482,1.7862,3.7178,3.6488
vp01,1,1.5078,-2.3914,0.99615,2.0849
vp01,3,-5.8846,-4.9776,-2.8626,0.55166
vp01,4,6.0891,1.1494,3.6758,0.14996
vp01,3,-1.8462,-7.7393,5.1342,1.9625
vp01,1,2.231,-3.1987,-0.0589,0.2306
vp01,5,1.6577,-1.3269,1.1801,1.4904
vp01,8,-6.0685,-1.3097,-0.40793,1.4666
vp01,1,1.8431,-2.5774,1.7083,1.9693
vp01,4,1.0139,-3.837,5.7791,2.4351
vp01,8,-9.2863,-2.3645,-1.0857,-0.66944
vp01,4,-3.505,-3.694,-1.5565,0.80008
vp01,6,-1.4054,-0.47127,0.168,-1.5409
vp01,6,-1.705,-2.4372,0.94958,1.0612
vp01,2,-1.9608,-1.734,-0.21483,-0.0054481
vp01,4,-4.7501,-2.2134,-2.5851,-0.38659
vp01,8,4.0787,5.5531,1.8209,-0.68592
vp01,5,0.48571,-7.4813,-2.3526,-0.94509
vp01,5,0.72374,-3.5469,0.41411,-1.3558
vp01,1,0.29296,-2.838,0.59292,0.66426
vp01,6,0.67595,2.567,2.1049,2.9726
vp01,1,0.95576,-2.744,0.33392,1.6718
vp01,1,2.4716,-0.16956,-1.8318,-0.63499
vp01,1,-5.6736,-6.7305,-0.42806,-0.40616
vp01,3,-0.68463,-2.5059,-0.99167,-0.19727
vp01,6,3.5549,4.5227,4.3735,2.423
vp01,6,5.1081,-2.2949,3.3628,3.51
vp01,8,1.096,2.4346,1.9254,2.5782
vp01,1,5.3417,-0.48746,5.7476,2.7675
vp01,3,1.0774,-3.0284,-3.6877,-2.7714
vp01,1,2.4561,2.162,5.4815,1.2335
vp01,7,-1.1735,-0.1609,4.1869,2.9148
vp01,5,-4.2907,0.23183,0.9361,0.62145
vp01,5,-4.7157,-5.5528,-2.8899,-3.5889
vp01,7,-0.61516,-1.4357,-2.0362,-0.56192
vp01,8,-4.3173,-3.0324,-5.4508,1.8484
vp01,7,5.0479,-1.9566,1.3675,0.98629
vp01,7,-0.19798,-1.56,2.4099,1.8722
vp01,5,4.805,2.2521,0.40792,1.0969
vp01,8,3.5916,4.6762,1.6439,0.95495
vp01,1,2.2426,-2.8297,3.5185,1.1519
vp01,7,0.91299,-1.7985,0.4581,0.22854
vp01,5,4.3,1.0142,-0.55331,0.69008
vp01,7,-1.3206,0.034477,-4.0932,1.1213
vp01,4,-0.31232,-0.23174,-2.3234,-0.65155
vp01,5,3.0309,2.4639,1.2895,1.3498
vp01,3,-1.5546,-2.651,1.9835,1.2757
vp01,2,7.7876,4.1788,6.2195,2.6886
vp01,1,-2.6329,1.3482,-0.072069,0.7003
vp01,2,-2.2128,-1.0217,2.7697,0.30111
vp01,6,3.9988,-3.1699,0.77465,0.81581
vp01,5,-2.0671,0.17282,1.6876,-1.6377
vp01,5,-1.0224,4.5206,3.4724,2.3119
vp01,7,-4.37,-3.0776,-2.7833,-2.5022
vp01,3,-1.8777,1.6083,0.20016,0.36982
vp01,7,1.7265,-0.96328,0.12456,1.0799
vp01,2,-0.33972,-3.4914,3.9466,2.0749
vp01,1,2.7848,-3.4671,7.2334,2.5425
vp01,5,-3.0755,-4.6899,-1.9413,-2.2648
vp01,5,-1.4041,-2.5501,-2.1406,-1.573
vp01,4,-1.04,-1.8634,-0.5819,-2.4624
vp01,8,-4.918,0.92906,-0.21765,-1.6476
vp01,5,1.8152,2.6147,1.8853,2.1856
vp01,1,0.40565,-1.709,3.1449,5.0957
vp01,3,4.3593,10.1948,-0.026968,0.020639
vp01,7,-5.1973,-4.1319,-2.2883,-0.88435
vp01,4,-0.33679,1.3799,1.1037,0.54676
vp01,7,0.77525,-4.2656,-3.6305,-3.1102
vp01,4,3.7942,5.1192,-4.1639,-1.2188
vp01,3,2.0388,-1.9552,-1.4112,0.65751
vp01,3,0.76672,5.8895,-1.2499,0.93056
vp01,2,4.8885,3.8485,6.7592,3.9858
vp01,7,-1.4478,-1.0993,0.5052,1.0062
vp01,3,-4.0995,-3.9881,-1.9573,0.26775
vp01,7,-0.14223,5.5594,-1.225,2.6391
vp01,7,2.5719,0.77228,-0.21722,1.2704
vp01,3,-2.9876,-1.1123,1.978,0.92217
vp01,8,-4.2933,1.6107,-4.5715,1.8027
vp01,8,-4.598,-1.5647,-4.5548,-0.33194
vp01,4,3.8362,0.33787,4.888,4.8945
vp01,1,3.9814,4.3377,0.98463,-0.27352
vp01,3,-0.99748,-2.3927,-0.53946,-2.332
vp01,7,9.458,3.6572,8.4619,5.9585
vp01,7,1.854,-3.5993,-1.4518,0.03405
vp01,7,0.31805,2.0723,-0.86486,0.503
vp01,6,2.9599,0.43011,1.7971,1.6285
vp01,2,5.2055,1.4996,7.1803,2.6141
vp01,4,-1.2942,3.3339,0.0047724,1.9148
vp01,2,3.3349,-3.9168,4.662,7.2412
vp01,2,1.7582,-0.27875,3.648,1.6338
vp01,8,0.44338,0.77379,-0.7536,1.1165
vp01,5,4.9601,-1.7806,1.9801,-0.45336
vp01,8,-3.7442,-0.9391,0.62721,1.387
vp01,8,6.1821,3.235,2.9887,3.124
vp01,3,-6.069,-5.5017,9.8023,4.6576
vp01,6,-3.872,-8.4641,-0.93738,0.15541
vp01,8,1.7528,3.3568,3.5823,-0.26723
vp01,3,-0.30276,2.6821,0.6584,-1.8998
vp01,1,2.7615,-0.63652,-0.42673,2.6767
vp01,5,3.5085,-1.6031,1.9943,0.7161
vp01,8,-2.5722,-5.4151,-2.2828,-1.2892
vp01,7,0.65613,-0.96272,0.22999,0.64849
vp01,8,-3.3634,-3.3881,2.1635,6.4989
vp01,5,-1.9908,-4.5556,2.1425,1.7862
vp01,6,-0.39481,1.1536,2.6953,1.3652
vp01,1,-0.39384,-4.2309,-3.2469,-0.31414
vp01,1,2.9097,-1.4647,2.3533,-0.90764
vp01,2,0.81529,-1.8346,-0.76826,2.583
vp01,5,1.6543,-1.9931,-0.8113,-4.4763
vp01,3,-4.7765,-5.2393,-5.1704,-0.75286
vp01,6,3.2858,-0.46228,4.757,2.1224
vp01,4,-0.4011,-0.95913,5.9283,4.1208
vp01,6,-0.69109,1.2749,6.9872,1.3774
vp01,5,3.6737,2.3801,4.5742,1.3528
vp01,7,0.83906,1.026,5.6991,3.2821
vp01,8,-3.2774,-1.1634,-1.1899,0.49812
vp01,2,2.6038,-0.1837,0.67883,0.21221
vp01,5,4.2027,-0.70192,-0.43698,-1.173
vp01,7,-3.4285,0.99679,-1.3873,-1.1149
vp01,5,0.15854,0.56182,-1.3657,-1.1229
vp01,8,3.4855,-2.6695,3.269,4.4935
vp01,7,-0.18137,-0.21869,3.2888,8.0681
vp01,5,2.1191,-3.4312,-1.379,1.2068
vp01,2,-2.2032,-11.171,-0.57183,-0.65399
vp01,2,6.9971,3.4561,4.4186,4.2662
vp01,4,1.2472,2.1454,0.30078,1.042
vp01,7,0.98597,0.072534,-0.29323,0.47019
vp01,7,4.5333,-2.5628,2.0764,1.4679
vp01,5,0.46813,0.29995,0.52313,2.9742
vp01,3,1.8122,-5.8729,3.9703,4.4857
vp01,4,-0.14567,-4.0552,1.2181,3.4096
vp01,2,3.87,-2.4431,2.3082,-1.4875
vp01,2,-0.58408,-6.5872,-2.73,-1.8094
vp01,5,4.0488,1.1622,1.5001,-0.52388
vp01,3,-3.5549,-3.132,-2.0213,-0.5404
vp01,6,3.9171,-0.77146,2.4513,1.4373
vp01,1,-2.2493,-0.71742,1.4854,1.0717
vp01,4,-0.8084,-0.76563,-1.4558,-3.125
vp01,1,-1.9438,0.53423,-0.73637,-0.289
vp01,5,2.5472,-0.60571,-1.1177,0.40968
vp01,6,0.9758,-1.9995,2.6818,1.9723
vp01,5,-1.8274,-5.0871,-1.7055,-2.5941
vp01,3,-1.7556,-1.8651,0.38458,0.53817
vp01,1,-2.2517,-3.0047,0.5843,1.5768
vp01,6,-8.2358,-5.7497,0.88411,-0.76411
vp01,1,-2.2676,-6.1089,1.6167,0.49276
vp01,2,1.8354,0.018211,0.18547,2.4352
vp01,3,3.9354,3.6323,-2.3154,2.2345
vp01,3,-2.0477,-2.2851,3.1149,0.080623
vp01,5,4.4977,-2.7104,0.66336,2.1891
vp01,4,-1.4473,0.78821,-0.4885,4.0549
vp01,4,6.0934,0.5979,-2.4015,-1.9279
vp01,6,-0.69371,5.1262,1.0786,2.1528
vp01,2,-0.78405,-4.1625,-0.36789,-0.28114
vp01,3,9.2781,1.7722,0.99766,1.0393
vp01,3,-3.1744,-4.2675,0.5425,1.3917
vp01,4,-0.36316,-4.8749,3.4568,5.8259
vp01,6,0.76023,-2.8365,2.286,-1.3457
vp01,8,3.1746,-2.1296,4.5909,3.5823
vp01,1,0.41457,-2.8206,1.6066,1.8143
vp01,4,2.6963,6.3744,0.63731,4.0659
vp01,7,0.54368,-1.3435,-1.6906,1.1819
vp01,7,2.0495,3.477,5.2189,4.5884
vp01,7,6.0642,5.6417,-1.0617,1.6405
vp01,1,0.38066,-1.6881,0.63813,0.16276
vp01,6,-0.56029,-4.3538,-5.0064,-2.7364
vp01,4,-3.0988,-1.2137,2.0036,0.80067
vp01,1,-2.1332,-4.5181,0.029414,0.96815
vp01,4,-1.3963,-4.9193,-0.084802,0.85456
vp01,2,-0.87726,0.70415,3.9018,3.3782
vp01,6,0.74107,-1.3347,2.1147,-0.082697
vp01,6,5.4568,-1.6981,5.6271,4.9281
vp01,4,2.908,5.2687,6.3965,5.4215
vp01,3,-1.8695,0.90565,-3.8932,-1.5601
vp01,2,0.99978,-1.8938,0.069696,-0.56159
vp01,1,2.005,-1.193,1.2557,0.59636
vp01,4,-7.5441,-3.0179,-0.46711,0.35167
vp01,4,-1.9546,0.073369,2.8256,1.9403
vp01,1,3.9346,2.5024,2.819,1.4394
vp01,1,8.0167,-1.8177,1.4566,0.89893
vp01,7,6.5748,3.0397,0.32362,0.0023625
vp01,1,5.3466,-0.42227,2.2004,1.2214
vp01,8,1.3658,0.3329,-2.1738,0.85676
vp01,6,7.1822,8.2733,-0.82486,-0.54475
vp01,6,-0.61611,-4.3226,5.0252,1.1748
vp01,5,0.57594,-6.9651,2.5448,0.99059
vp01,6,-0.11527,-0.47175,0.45986,2.8476
vp01,8,-1.1372,-2.7666,0.11754,3.1109
vp01,7,0.34953,-5.3777,5.1174,3.3299
vp01,5,1.7442,0.020891,0.58089,1.7929
vp01,5,-6.975,-4.1681,3.1335,2.0304
vp01,2,-1.7352,-3.6303,-0.022114,-0.60664
vp01,6,-4.9163,-5.8548,0.25324,0.42912
vp01,2,-3.2052,-2.2907,-2.2638,-0.91122
vp01,1,2.4271,-1.2151,3.7858,1.4376
vp01,8,-1.5455,-0.66542,-4.986,0.75403
vp01,6,4.6927,-1.2137,4.6659,4.7216
vp01,3,3.0237,1.7188,0.28103,1.7374
vp01,5,5.9963,2.8307,7.485,1.7666
vp01,4,4.8539,1.6064,-4.2184,-0.90628
vp01,7,0.85228,-1.8589,4.7924,2.3747
vp01,5,0.4576,1.8819,0.84447,2.1399
vp01,6,6.6575,0.60362,0.14842,-0.20948
vp01,7,-4.064,-5.1434,-0.90493,-1.6306
vp01,4,0.11581,0.7551,-2.7652,2.3089
vp01,8,0.43155,0.72977,-1.0233,-0.5907
vp01,7,-5.7184,-5.6117,-0.16169,0.19877
vp01,4,-0.30353,-0.038263,2.5228,1.3647
vp01,4,0.58328,-2.3552,2.534,0.78204
vp01,3,-0.94179,-2.7945,-4.4908,-0.52227
vp01,6,1.9904,-0.53441,-0.82427,-1.4067
vp01,6,1.9465,-2.5354,2.9702,3.2542
vp01,1,4.9483,-1.2185,-0.68214,-0.16259
vp01,6,1.8647,-0.49237,1.7263,1.137
vp01,4,-2.458,-4.3048,0.20943,2.216
vp01,4,-5.0158,-1.1363,0.00029955,0.091946
vp01,2,-0.84688,-2.1279,-0.69253,-0.57882
vp01,2,5.4616,-1.5208,3.9124,0.97156
vp01,6,-1.338,0.17932,1.5638,0.36245
vp01,5,-2.4172,-3.1217,-2.0269,-2.4054
vp01,4,-2.521,-0.2904,-0.25681,5.0101
vp01,8,-1.4581,-2.9026,-2.6239,-0.83721
vp01,3,-3.9017,-0.51395,-2.3841,-1.8914
vp01,2,2.4512,0.40034,1.1449,2.0042
vp01,5,-3.2032,2.7494,-0.65974,0.74881
vp01,7,3.2645,1.922,2.1867,1.3254
vp01,8,-2.5089,-1.4044,-2.291,-2.0367
vp01,3,2.6767,0.80486,-0.5251,1.1927
vp01,3,7.5159,6.6815,2.0539,1.646
vp01,7,5.8368,3.1687,5.059,1.8616
vp01,3,-1.6018,-4.0958,-1.2499,0.70587
vp01,6,3.3703,1.3108,3.4173,-0.70512
vp01,3,0.36016,-1.7336,-2.182,-1.5271
vp01,1,-0.18695,-0.92451,0.25893,0.56551
vp01,3,1.7066,-2.054,-1.3862,-1.6837
vp01,4,-1.9673,-3.002,-2.9042,-3.4063
vp01,7,0.59479,-1.9157,-1.7295,-0.58053
vp01,2,3.9802,-0.76183,3.2699,0.54441
vp01,8,-2.7401,-3.7017,-2.0124,0.35026
vp01,4,4.2588,-0.23474,-0.14905,0.37388
vp01,2,3.0663,-2.0103,0.88645,0.41652
vp01,1,3.555,0.59763,-0.80353,0.99323
vp01,1,-0.81261,0.93055,1.2331,0.48966
vp01,4,3.2579,-2.6519,1.2367,-0.89941
vp01,2,1.9865,1.4254,0.79995,-1.2024
vp01,6,-6.7595,-6.8134,-2.3346,-3.5029
vp01,5,-0.0025365,-4.7519,0.4775,0.71775
vp01,4,1.3521,-1.2403,-3.516,-0.53106
vp01,5,-3.275,-2.4742,1.2794,1.0306
vp01,3,-7.0337,-4.4378,4.2494,-0.032874
vp01,6,6.4721,-1.2855,-1.2731,-1.7184
vp01,7,3.3361,-1.6368,2.5459,0.11023
vp01,4,-0.70639,-0.65305,-3.9313,-0.59753
vp01,6,8.3682,-0.15282,-1.1582,-1.4948
vp01,8,-5.3368,-5.3088,1.497,2.2494
vp01,8,3.798,-2.3909,-2.0729,-1.94
vp01,4,4.4282,1.8912,0.62387,0.16124
vp01,3,1.3581,-5.0395,-4.5235,-1.7014
vp01,5,-1.3381,-4.6554,-1.6934,-1.6305
vp01,1,1.0765,-2.6761,2.1248,4.0396
vp01,5,2.143,-1.4367,2.8418,4.7594
vp01,2,0.95092,4.6681,2.5877,0.25042
vp01,3,2.4265,-0.035429,2.0905,1.2425
vp01,3,3.3503,-1.6456,2.7758,0.80221
vp01,6,4.4534,2.3831,1.8397,3.0752
vp01,7,-2.6125,-2.5356,2.6178,0.082711
vp01,6,-1.3438,-2.6486,5.3472,3.991
vp01,4,2.1014,3.9633,0.43184,1.8109
vp01,1,1.3828,-1.2767,2.5504,0.65033
vp01,1,-0.90401,0.98231,0.82312,4.5659
vp01,2,0.29159,-1.2447,0.95319,1.3461
vp01,3,4.2273,-0.047909,-0.3992,-0.46746
vp01,8,-3.868,-2.7398,1.3385,0.36619
vp01,7,-4.6716,-4.496,-0.91364,-0.5954
vp01,2,2.0063,-1.2403,-1.7178,-0.67098
vp01,4,3.4771,1.0535,-0.015333,-0.35998
vp01,8,0.013817,1.9536,1.8822,3.5449
vp01,2,3.3401,-1.2148,-2.0368,-0.18132
vp01,4,-1.7211,2.6457,-1.4722,1.6036
vp01,4,2.6416,2.7533,4.5667,3.6438
vp01,4,-1.5935,-4.4037,-3.1396,-0.025342
vp01,6,4.323,1.5668,1.3774,0.85917
vp01,5,-5.2801,-10.0226,-1.9375,0.026594
vp01,4,5.153,1.1034,2.8381,2.9857
vp01,8,-3.6118,-1.1844,2.2165,3.0739
vp01,1,2.956,-2.9401,1.6518,-0.15255
vp01,7,0.47967,0.58598,-0.96825,0.89532
vp01,2,-2.88,0.10691,1.8627,-0.86926
vp01,2,3.7175,4.4546,2.6439,-0.13964
vp01,3,1.4746,1.5142,4.5313,3.1262
vp01,5,-2.3763,-2.6906,3.4325,3.5645
vp01,1,-1.1639,-4.3637,-2.2833,0.55565
vp01,1,-3.4652,-1.5447,1.0367,-0.060366
vp01,6,3.9949,3.0585,-3.1775,-0.28825
vp01,2,6.7208,4.5571,0.91221,1.9101
vp01,1,3.229,0.43738,2.6064,1.115
vp01,6,-0.29355,-3.2146,-0.026459,-0.1932
vp01,6,3.3273,-1.7031,0.87419,0.52065
vp01,5,5.7377,-0.58308,-0.94379,0.42365
vp01,3,-0.63399,-1.4846,-1.3241,-0.38246
vp01,3,0.0089311,-1.5767,0.9198,2.4715
vp01,2,0.88833,7.1817,3.7825,-0.078362
vp01,8,-3.1908,0.0013205,-0.88439,0.54863
vp01,6,2.3373,2.4807,1.2478,1.355
vp01,3,4.863,1.9779,1.7621,0.35129
vp01,1,2.7501,4.8728,-3.7177,-1.4424
vp01,5,0.53876,-4.0079,-2.0575,0.77725
vp01,2,1.5054,0.39269,-1.6168,1.3387
vp01,8,-1.5253,-3.5365,-0.51551,1.7424
vp01,2,-0.65238,-1.4023,3.3584,1.827
vp01,8,0.12556,3.3879,-0.10187,2.4149
vp01,6,-6.4878,-0.57832,-0.16175,-0.40244
vp01,7,3.6691,1.0698,1.4442,1.9845
vp01,7,-1.1879,-0.36986,1.7917,3.4196
vp01,1,-0.09698,1.0891,2.1468,1.9804
vp01,2,-2.3098,-8.8574,0.33528,3.0798
vp01,6,8.9787,2.3853,3.0946,1.171
vp01,6,-0.46849,-2.0753,-0.68038,-1.7559
vp01,3,2.3773,0.83572,-0.28249,0.25735
vp01,7,-4.3933,-6.6574,-3.3624,-0.43741
vp01,5,3.0188,-1.903,6.9683,2.9854
vp01,2,-3.8736,-2.8038,0.362,-0.40799
vp01,5,4.3928,-0.80944,-1.9518,0.97111
vp01,7,2.5198,2.6688,1.194,1.7494
vp01,4,1.0765,-2.4561,4.0888,3.0015
vp01,6,5.6248,-1.3957,4.9018,2.7909
vp01,3,3.6629,-2.7712,1.9942,0.0072613
vp01,1,-0.83137,-3.7183,4.9503,0.94557
vp01,8,-2.8938,-0.60637,2.8111,1.2074
vp01,6,5.1202,0.90429,-1.2675,0.17169
vp01,6,2.8314,1.2243,0.81644,-0.27808
vp01,6,3.6457,0.41268,2.863,3.3606
vp01,2,4.9472,0.90308,1.6178,0.25756
vp01,3,-1.0072,3.3687,-1.2569,0.17935
vp01,1,-0.36202,-3.6362,-2.2715,-2.4925
vp01,6,-2.4654,-1.9458,-0.28942,-1.0316
vp01,2,3.7832,-1.3885,-1.1269,0.22844
vp01,5,0.39184,-3.7072,0.34469,0.075541
vp01,7,2.0017,-3.6909,1.9024,0.78665
vp01,8,-0.14331,-0.45874,-0.33659,3.0158
vp01,1,3.9169,-1.0615,7.0757,3.069
vp01,3,3.8748,-0.92471,-3.8101,0.4842
vp01,2,2.7676,-1.7873,3.1253,2.6048
vp01,2,3.2043,-0.92053,0.59715,-0.17668
vp01,8,-2.1234,4.1912,2.7549,4.0636
vp01,4,1.5073,2.4419,-0.31767,1.6888
vp01,2,2.1989,-3.4773,2.7486,0.13745
vp01,1,5.5957,0.56814,2.1308,0.62287
vp01,2,4.818,0.34654,2.3138,1.67
vp01,4,3.8024,-3.2976,-1.5621,2.4295
vp01,2,-0.59534,-0.068455,-3.1982,-0.58932
vp01,3,-1.8555,1.2538,1.7301,2.1185
vp01,5,1.1694,-0.39571,0.66134,-0.18089
vp01,4,-5.1747,-0.29134,0.10938,-0.10548
vp01,5,-2.4034,-3.4247,3.4809,3.8768
vp01,3,3.8537,3.6225,2.7235,-1.0359
vp01,2,-2.7441,-3.4978,-0.26091,-1.5106
vp01,6,-0.69444,-2.0461,2.2856,1.138
vp01,5,0.015077,0.77623,0.087308,0.72565
vp01,8,-3.0617,-0.79565,-0.27712,-2.5921
vp01,3,-2.5257,-1.909,1.1841,-1.7872
vp01,7,-2.2116,-3.9369,-0.099239,0.94268
vp01,6,4.6637,-1.6266,4.5152,2.819
vp01,4,3.2748,2.2012,-0.18853,1.0875
vp01,6,2.3608,-2.6558,1.4397,0.61059
vp01,6,4.1271,-2.5537,2.4721,1.1739
vp01,4,-1.685,-1.6067,1.522,2.8069
vp01,4,-4.2699,-0.16836,0.24194,-1.5759
vp01,5,-1.0794,-0.35583,3.8916,3.9856
vp01,6,0.73218,-1.9311,-0.21962,-1.8687
vp01,7,1.2834,-2.6474,-1.0057,1.0485
vp01,6,3.1732,-2.912,-1.1317,-2.7585
vp01,2,-3.7919,-2.6635,0.070865,-0.88444
vp01,4,2.6764,-2.2649,-0.83027,2.2045
vp01,3,3.2016,1.0009,-0.41839,0.62722
vp01,8,1.1163,2.0758,0.21517,1.1633
vp01,8,-1.3347,-2.9916,-6.404,-1.8027
vp01,8,0.66926,-1.4343,-2.7074,0.27557
vp01,7,1.439,-1.2114,1.86,2.6569
vp01,8,2.2277,2.8228,2.0958,3.9762
vp01,8,2.8127,3.0244,5.4159,2.7138
vp01,6,-1.8122,-3.3007,-1.3311,-1.6176
vp01,3,2.2623,0.40376,-0.90885,-0.03345
vp01,8,-1.5959,-1.8816,2.621,3.975
vp01,2,9.0855,4.889,3.4933,6.4734
vp01,1,-4.0694,-7.7057,-0.052718,-2.4266
vp01,5,0.64392,-1.7596,1.7794,0.36028
vp01,5,-1.7993,-4.6475,-1.6858,1.3686
vp01,3,3.0639,1.6813,2.4577,2.2798
vp01,5,-1.8859,-2.6177,-2.5017,-0.66582
vp01,4,-3.3063,3.0613,-0.77588,0.16366
vp01,4,-3.9304,-1.6303,-1.4931,1.463
vp01,3,5.5491,-0.44987,-4.4402,-1.1476
vp01,1,10.5094,0.88874,2.3622,1.7255
vp01,1,2.7954,-0.4181,-0.11159,0.67056
vp01,3,-3.8493,-6.1282,-5.4332,-3.566
vp01,1,6.3247,-2.9634,-3.1894,0.40658
vp01,7,-4.2033,-0.066578,-3.6335,-2.8702
vp01,8,-0.12017,0.43992,1.1499,0.91519
vp01,7,1.272,-1.9185,-0.14799,1.6883
vp01,2,4.6529,-0.17876,3.9513,2.2354
vp01,2,-3.137,-4.9156,-0.64683,1.9449
vp01,2,1.0615,0.3202,1.0583,-2.9416
vp01,5,2.8594,-2.2644,0.64124,4.9302
vp01,1,2.1028,-4.2882,3.2632,1.2516
vp01,1,2.568,-3.1478,1.477,3.7244
vp01,5,2.0043,-4.475,3.216,6.1983
vp01,7,-5.0816,-6.1597,3.3735,6.6753
vp01,4,1.6506,3.6086,0.43158,-0.4487
vp01,4,0.55438,-1.6425,-3.5789,-0.84985
vp01,8,-2.4454,-1.039,-0.14896,0.915
vp01,8,-0.46422,-0.57665,3.0264,2.514
vp01,1,-0.36907,-3.2891,1.4071,1.2579
vp01,8,-3.9547,2.7077,-3.5405,1.3638
vp01,6,-3.8136,-4.9805,-0.33217,0.086538
vp01,7,-2.8482,-5.1386,-0.30797,1.0417
vp01,5,2.314,-3.1405,-1.3263,0.030721
vp01,1,-1.4696,-8.4876,0.9637,-0.45235
vp01,4,0.87596,1.3399,7.8859,5.4082
vp01,2,-2.596,-0.27267,-0.60271,0.39632
vp01,8,0.18338,-2.0137,-0.39137,1.6032
vp01,8,4.3578,0.46459,0.39176,3.351
vp01,7,0.33096,-2.7585,-0.53518,0.28054
vp01,5,3.9259,-0.8858,1.929,0.43796
vp01,4,4.3847,3.9054,-1.1217,2.3614
vp01,1,5.3572,2.1064,3.878,2.4069
vp01,1,-1.5758,-1.7057,1.8133,1.6963
vp01,1,-1.8684,-6.4845,-1.097,0.75866
vp01,2,5.7212,0.052815,3.5171,3.7217
vp01,6,1.0604,-10.5718,-0.38044,0.60445
vp01,7,0.74001,-1.8788,0.44807,0.87237
vp01,3,0.84122,-0.41057,0.60969,1.5249
vp01,3,4.367,3.6615,2.862,2.7755
vp01,2,-0.84077,0.43247,-2.043,0.13425
vp01,5,1.1692,0.23698,9.5839,3.5778
vp01,4,9.3144,2.4876,0.020482,-0.5784
vp01,4,0.41197,5.1308,3.0995,1.8536
vp01,7,0.21106,0.88776,-0.12377,1.1008
vp01,7,1.3386,-3.231,-0.5694,0.46383
vp01,8,-1.3897,-2.546,-1.4404,0.035697
vp01,1,2.0906,1.497,6.8204,4.3892
vp01,8,-2.9463,2.0489,-2.5396,2.82
vp01,8,-2.2252,-0.39556,0.37517,1.5423
vp01,5,2.8557,1.9475,1.7105,2.4533
vp01,3,1.7772,-0.36844,1.9346,1.2162
vp01,2,2.8897,0.39533,2.6098,3.1079
vp01,7,5.6364,3.7519,6.8324,2.5965
vp01,8,3.2221,2.1401,-0.17588,1.2408
vp01,3,2.4277,-0.66291,0.38627,-0.72206
vp01,1,-1.1604,-2.0633,-0.80786,2.6863
vp01,3,-1.3946,-2.0853,2.4996,0.45393
vp01,4,0.48003,7.9642,2.308,2.3574
vp01,7,5.9498,2.5529,-0.98996,-0.24403
vp01,6,-0.60879,-0.39829,0.37338,-0.55545
vp01,1,2.981,5.2149,3.8163,1.0309
vp01,8,-2.3913,-0.87745,-6.3486,-0.86957
vp01,5,0.80368,-1.8863,3.4105,1.993
vp01,8,-2.8804,-0.45726,-3.3947,3.2192
vp01,7,-1.9032,-1.2851,3.5887,1.1205
vp01,3,2.17,-2.6741,1.7346,2.4208
vp01,2,4.7761,3.5533,2.4024,2.4561
vp01,2,4.5166,0.23588,-1.3558,1.5218
vp01,8,2.7431,-0.26543,1.249,0.34799
vp01,2,-0.25218,-3.8527,3.0635,2.4536
vp01,7,-3.5633,-2.4835,1.265,0.17089
vp01,6,-1.0822,-0.057314,1.1156,1.6678
vp01,7,2,-1.8001,1.0792,0.19269
vp01,2,3.2771,3.8217,1.2296,-1.3247
vp01,8,-0.36911,1.403,3.3799,3.5477
vp01,6,-1.9304,-5.612,-1.3236,-0.79771
vp01,4,-1.5084,-6.3121,-0.3817,-0.048372
vp01,8,-5.6458,-5.5735,-5.5005,-0.66907
vp01,7,-2.3434,-2.427,-3.0931,-0.3449
vp01,3,-3.9962,-7.0572,1.4903,1.0237
vp02,1,1.2763,-2.6397,-2.0481,-3.4688
vp02,5,1.7816,-1.4541,-1.1938,-0.64911
vp02,8,3.3797,-1.2067,4.7717,8.2897
vp02,5,4.0207,0.081008,1.5525,-0.54883
vp02,1,0.81468,-2.4001,-1.1399,-0.94378
vp02,7,3.0816,-3.1512,3.2527,4.7064
vp02,4,2.4481,-0.31657,4.1812,1.9597
vp02,1,-0.75961,-0.029391,0.94608,1.4133
vp02,3,5.454,0.55816,2.5528,1.1986
vp02,4,-0.16111,-0.39407,-0.024348,2.8474
vp02,7,-0.76182,-2.3857,0.31993,0.83898
vp02,8,1.6588,-2.4673,3.308,-1.0815
vp02,7,0.63566,0.80543,-0.13704,0.6999
vp02,2,-0.23698,-3.2432,-5.6171,-1.232
vp02,7,0.088009,-1.4832,-0.48407,0.79082
vp02,4,0.27866,-2.2268,1.9062,1.6148
vp02,4,0.8289,-3.1779,-0.050624,0.62511
vp02,2,0.23283,-0.56032,0.10974,-2.7213
vp02,2,-2.5751,-2.6503,2.8102,0.70158
vp02,7,0.98963,2.023,0.41357,-0.31003
vp02,8,3.8112,4.5683,-1.6748,-2.1717
vp02,1,4.7897,1.6849,-0.68625,-2.2972
vp02,4,-1.5343,1.0344,6.4122,2.7153
vp02,6,3.8962,-0.48489,1.0814,4.3066
vp02,3,1.0865,0.47275,1.2028,-0.71614
vp02,8,3.0254,1.4802,3.432,1.9483
vp02,1,-4.0228,-3.3665,-2.1839,-2.4746
vp02,4,-2.4263,-2.3071,1.7577,1.0058
vp02,1,-2.4102,-2.3978,1.3163,-0.74127
vp02,1,0.11334,0.26124,-0.76617,0.9488
