       value	     chindex	     chlabel	        bini	           binlabel	ERPset
       0.510	          65	 P1_massUniv	           4	negativeSmallBright	vp41
       0.459	          65	 P1_massUniv	           5	   neutralLargeDark	vp41
       0.578	          65	 P1_massUniv	           6	   neutralSmallDark	vp41
       0.655	          65	 P1_massUniv	           7	 neutralLargeBright	vp41
       0.352	          65	 P1_massUniv	           8	 neutralSmallBright	vp41
       1.704	          65	 P1_massUniv	           1	  negativeLargeDark	vp42
       1.282	          65	 P1_massUniv	           2	  negativeSmallDark	vp42
       1.146	          65	 P1_massUniv	           3	negativeLargeBright	vp42
      -0.236	          65	 P1_massUniv	           4	negativeSmallBright	vp42
       1.207	          65	 P1_massUniv	           5	   neutralLargeDark	vp42
       1.302	          65	 P1_massUniv	           6	   neutralSmallDark	vp42
       0.849	          65	 P1_massUniv	           7	 neutralLargeBright	vp42
       0.258	          65	 P1_massUniv	           8	 neutralSmallBright	vp42
