ssj,word,size,cont,resp,RT
vp34,geel,large,dark,hit,552
vp34,wit,large,dark,hit,619
vp34,turkoois,large,dark,hit,723
vp34,zwart,large,dark,hit,518
vp34,groen,large,dark,hit,601
vp34,blauw,large,dark,hit,624
vp34,turkoois,large,dark,hit,619
vp34,oranje,large,dark,hit,599
vp34,rood,large,dark,hit,726
vp34,groen,large,dark,hit,605
vp34,oranje,large,dark,hit,953
vp34,bruin,large,dark,hit,533
vp34,purper,large,dark,hit,716
vp34,purper,large,dark,miss,
vp34,zwart,large,dark,miss,
vp34,oranje,small,dark,hit,686
vp34,groen,small,dark,hit,595
vp34,rood,small,dark,hit,493
vp34,blauw,small,dark,hit,589
vp34,turkoois,small,dark,hit,866
vp34,geel,small,dark,hit,588
vp34,zwart,small,dark,hit,851
vp34,blauw,small,dark,hit,532
vp34,turkoois,small,dark,hit,620
vp34,rood,small,dark,hit,724
vp34,zwart,small,dark,hit,561
vp34,purper,small,dark,hit,823
vp34,groen,small,dark,hit,670
vp34,bruin,small,dark,hit,561
vp34,geel,small,dark,hit,589
vp34,wit,small,dark,hit,626
vp34,oranje,small,dark,hit,581
vp34,wit,small,dark,hit,666
vp34,purper,small,dark,hit,880
vp34,bruin,small,dark,miss,
vp35,rood,large,bright,hit,483
vp35,geel,large,bright,hit,477
vp35,purper,large,bright,hit,958
vp35,oranje,large,bright,hit,474
vp35,blauw,large,bright,hit,538
vp35,turkoois,large,bright,hit,619
vp35,groen,large,bright,hit,877
vp35,wit,large,bright,hit,567
vp35,bruin,large,bright,hit,517
vp35,bruin,large,bright,hit,631
vp35,wit,large,bright,hit,579
vp35,purper,large,bright,hit,555
vp35,groen,large,bright,hit,498
vp35,rood,large,bright,hit,440
vp35,zwart,large,bright,hit,516
vp35,geel,large,bright,hit,525
vp35,oranje,large,bright,hit,643
vp35,zwart,large,bright,hit,544
vp35,turkoois,large,bright,hit,604
vp35,blauw,large,bright,hit,540
vp35,groen,small,bright,hit,547
vp35,wit,small,bright,hit,774
vp35,blauw,small,bright,hit,711
vp35,turkoois,small,bright,hit,666
vp35,bruin,small,bright,hit,654
vp35,rood,small,bright,hit,775
vp35,geel,small,bright,hit,650
vp35,geel,small,bright,hit,663
vp35,oranje,small,bright,hit,667
vp35,oranje,small,bright,hit,617
vp35,zwart,small,bright,hit,678
vp35,wit,small,bright,hit,724
vp35,groen,small,bright,hit,580
vp35,zwart,small,bright,hit,578
vp35,blauw,small,bright,hit,523
vp35,purper,small,bright,hit,666
vp35,turkoois,small,bright,hit,749
vp35,purper,small,bright,hit,755
vp35,bruin,small,bright,hit,538
vp35,rood,small,bright,hit,681
vp35,rood,large,dark,hit,452
vp35,bruin,large,dark,hit,536
vp35,oranje,large,dark,hit,532
vp35,turkoois,large,dark,hit,582
vp35,turkoois,large,dark,hit,488
vp35,groen,large,dark,hit,537
vp35,oranje,large,dark,hit,567
vp35,geel,large,dark,hit,444
vp35,groen,large,dark,hit,547
vp35,wit,large,dark,hit,563
vp35,bruin,large,dark,hit,442
vp35,blauw,large,dark,hit,479
vp35,zwart,large,dark,hit,465
vp35,wit,large,dark,hit,458
vp35,purper,large,dark,hit,652
vp35,geel,large,dark,hit,595
vp35,purper,large,dark,hit,630
vp35,blauw,large,dark,hit,486
vp35,rood,large,dark,hit,580
vp35,zwart,large,dark,miss,
vp35,turkoois,small,dark,hit,885
vp35,blauw,small,dark,hit,478
vp35,wit,small,dark,hit,567
vp35,geel,small,dark,hit,561
vp35,blauw,small,dark,hit,450
vp35,oranje,small,dark,hit,445
vp35,zwart,small,dark,hit,566
vp35,purper,small,dark,hit,627
vp35,bruin,small,dark,hit,648
vp35,rood,small,dark,hit,507
vp35,wit,small,dark,hit,487
vp35,zwart,small,dark,hit,503
vp35,bruin,small,dark,hit,521
vp35,groen,small,dark,hit,636
vp35,geel,small,dark,hit,456
vp35,purper,small,dark,hit,568
vp35,oranje,small,dark,hit,519
vp35,rood,small,dark,hit,510
vp35,groen,small,dark,hit,727
vp35,turkoois,small,dark,miss,
vp36,zwart,large,bright,hit,438
vp36,wit,large,bright,hit,458
vp36,bruin,large,bright,hit,522
vp36,oranje,large,bright,hit,498
vp36,geel,large,bright,hit,550
vp36,geel,large,bright,hit,428
vp36,rood,large,bright,hit,496
vp36,groen,large,bright,hit,538
vp36,rood,large,bright,hit,484
vp36,purper,large,bright,hit,569
vp36,purper,large,bright,hit,532
vp36,wit,large,bright,hit,565
vp36,bruin,large,bright,hit,657
vp36,oranje,large,bright,hit,550
vp36,zwart,large,bright,hit,569
vp36,blauw,large,bright,hit,459
vp36,turkoois,large,bright,hit,552
vp36,groen,large,bright,hit,503
vp36,blauw,large,bright,hit,675
vp36,turkoois,large,bright,miss,
vp36,turkoois,small,bright,hit,652
vp36,purper,small,bright,hit,649
vp36,geel,small,bright,hit,504
vp36,rood,small,bright,hit,543
vp36,geel,small,bright,hit,494
vp36,oranje,small,bright,hit,601
vp36,groen,small,bright,hit,608
vp36,groen,small,bright,hit,595
vp36,wit,small,bright,hit,809
vp36,bruin,small,bright,hit,549
vp36,blauw,small,bright,hit,651
vp36,bruin,small,bright,hit,629
vp36,turkoois,small,bright,hit,671
vp36,rood,small,bright,hit,624
vp36,zwart,small,bright,hit,523
vp36,zwart,small,bright,hit,589
vp36,blauw,small,bright,hit,603
vp36,oranje,small,bright,hit,617
vp36,purper,small,bright,miss,
vp36,wit,small,bright,miss,
vp36,groen,large,dark,hit,505
vp36,geel,large,dark,hit,518
vp36,blauw,large,dark,hit,488
vp36,bruin,large,dark,hit,525
vp36,purper,large,dark,hit,587
vp36,zwart,large,dark,hit,489
vp36,oranje,large,dark,hit,517
vp36,wit,large,dark,hit,513
vp36,rood,large,dark,hit,546
vp36,oranje,large,dark,hit,464
vp36,rood,large,dark,hit,526
vp36,turkoois,large,dark,hit,778
vp36,geel,large,dark,hit,469
vp36,blauw,large,dark,hit,731
vp36,groen,large,dark,hit,524
vp36,turkoois,large,dark,hit,577
vp36,bruin,large,dark,hit,532
vp36,wit,large,dark,hit,474
vp36,zwart,large,dark,hit,479
vp36,purper,large,dark,hit,627
vp36,wit,small,dark,hit,498
vp36,zwart,small,dark,hit,533
vp36,wit,small,dark,hit,433
vp36,bruin,small,dark,hit,466
vp36,geel,small,dark,hit,458
vp36,geel,small,dark,hit,447
vp36,purper,small,dark,hit,554
vp36,blauw,small,dark,hit,572
vp36,rood,small,dark,hit,619
vp36,groen,small,dark,hit,574
vp36,zwart,small,dark,hit,500
vp36,groen,small,dark,hit,523
vp36,blauw,small,dark,hit,464
vp36,rood,small,dark,hit,511
vp36,bruin,small,dark,hit,477
vp36,oranje,small,dark,hit,496
vp36,purper,small,dark,hit,597
vp36,oranje,small,dark,hit,458
vp36,turkoois,small,dark,hit,671
vp36,turkoois,small,dark,miss,
vp37,rood,large,bright,hit,842
vp37,zwart,large,bright,hit,533
vp37,purper,large,bright,hit,762
vp37,geel,large,bright,hit,657
vp37,zwart,large,bright,hit,824
vp37,oranje,large,bright,hit,657
vp37,rood,large,bright,hit,678
vp37,wit,large,bright,hit,799
vp37,turkoois,large,bright,hit,655
vp37,bruin,large,bright,hit,735
vp37,wit,large,bright,hit,712
vp37,geel,large,bright,hit,539
vp37,groen,large,bright,hit,697
vp37,blauw,large,bright,hit,718
vp37,bruin,large,bright,hit,883
vp37,purper,large,bright,hit,876
vp37,groen,large,bright,hit,721
vp37,turkoois,large,bright,hit,756
vp37,blauw,large,bright,hit,687
vp37,oranje,large,bright,miss,
vp37,groen,small,bright,hit,806
vp37,rood,small,bright,hit,733
vp37,geel,small,bright,hit,669
vp37,zwart,small,bright,hit,557
vp37,purper,small,bright,hit,677
vp37,bruin,small,bright,hit,813
vp37,zwart,small,bright,hit,579
vp37,turkoois,small,bright,hit,945
vp37,wit,small,bright,hit,739
vp37,groen,small,bright,hit,668
vp37,purper,small,bright,hit,696
vp37,oranje,small,bright,hit,693
vp37,blauw,small,bright,hit,648
vp37,geel,small,bright,hit,660
vp37,blauw,small,bright,hit,592
vp37,rood,small,bright,hit,723
vp37,oranje,small,bright,hit,761
vp37,wit,small,bright,miss,
vp37,bruin,small,bright,miss,
vp37,turkoois,small,bright,miss,
vp37,geel,large,dark,hit,676
vp37,zwart,large,dark,hit,556
vp37,groen,large,dark,hit,543
vp37,blauw,large,dark,hit,601
vp37,turkoois,large,dark,hit,853
vp37,turkoois,large,dark,hit,659
vp37,groen,large,dark,hit,575
vp37,rood,large,dark,hit,578
vp37,blauw,large,dark,hit,614
vp37,geel,large,dark,hit,678
vp37,oranje,large,dark,hit,516
vp37,rood,large,dark,hit,550
vp37,zwart,large,dark,hit,749
vp37,bruin,large,dark,hit,669
vp37,oranje,large,dark,hit,585
vp37,wit,large,dark,hit,719
vp37,wit,large,dark,hit,721
vp37,bruin,large,dark,hit,760
vp37,purper,large,dark,hit,754
vp37,purper,large,dark,miss,
vp37,oranje,small,dark,hit,704
vp37,zwart,small,dark,hit,558
vp37,blauw,small,dark,hit,525
vp37,oranje,small,dark,hit,746
vp37,rood,small,dark,hit,602
vp37,groen,small,dark,hit,857
vp37,purper,small,dark,hit,557
vp37,purper,small,dark,hit,592
vp37,groen,small,dark,hit,595
vp37,turkoois,small,dark,hit,718
vp37,geel,small,dark,hit,597
vp37,wit,small,dark,hit,627
vp37,bruin,small,dark,hit,505
vp37,bruin,small,dark,hit,662
vp37,rood,small,dark,hit,850
vp37,turkoois,small,dark,hit,791
vp37,geel,small,dark,hit,674
vp37,zwart,small,dark,hit,975
vp37,blauw,small,dark,hit,706
vp37,wit,small,dark,hit,581
vp38,groen,large,bright,hit,646
vp38,oranje,large,bright,hit,550
vp38,geel,large,bright,hit,704
vp38,zwart,large,bright,hit,638
vp38,purper,large,bright,hit,587
vp38,wit,large,bright,hit,622
vp38,geel,large,bright,hit,582
vp38,rood,large,bright,hit,561
vp38,blauw,large,bright,hit,650
vp38,wit,large,bright,hit,559
vp38,bruin,large,bright,hit,756
vp38,groen,large,bright,hit,561
vp38,blauw,large,bright,hit,559
vp38,rood,large,bright,hit,494
vp38,purper,large,bright,hit,575
vp38,zwart,large,bright,hit,564
vp38,oranje,large,bright,hit,692
vp38,turkoois,large,bright,hit,625
vp38,bruin,large,bright,miss,
vp38,turkoois,large,bright,miss,
vp38,geel,small,bright,hit,832
vp38,zwart,small,bright,hit,690
vp38,purper,small,bright,hit,773
vp38,groen,small,bright,hit,756
vp38,rood,small,bright,hit,681
vp38,groen,small,bright,hit,717
vp38,wit,small,bright,hit,836
vp38,wit,small,bright,hit,797
vp38,bruin,small,bright,hit,590
vp38,turkoois,small,bright,hit,674
vp38,oranje,small,bright,hit,717
vp38,zwart,small,bright,hit,675
vp38,purper,small,bright,hit,899
vp38,oranje,small,bright,hit,663
vp38,blauw,small,bright,hit,812
vp38,blauw,small,bright,hit,684
vp38,turkoois,small,bright,hit,718
vp38,geel,small,bright,miss,
vp38,bruin,small,bright,miss,
vp38,rood,small,bright,miss,
vp38,oranje,large,dark,hit,579
vp38,bruin,large,dark,hit,602
vp38,wit,large,dark,hit,799
vp38,blauw,large,dark,hit,546
vp38,rood,large,dark,hit,496
vp38,geel,large,dark,hit,635
vp38,purper,large,dark,hit,518
vp38,groen,large,dark,hit,556
vp38,zwart,large,dark,hit,534
vp38,purper,large,dark,hit,706
vp38,oranje,large,dark,hit,543
vp38,groen,large,dark,hit,605
vp38,blauw,large,dark,hit,539
vp38,rood,large,dark,hit,512
vp38,wit,large,dark,hit,585
vp38,geel,large,dark,hit,559
vp38,bruin,large,dark,hit,587
vp38,turkoois,large,dark,hit,705
vp38,turkoois,large,dark,hit,712
vp38,zwart,large,dark,hit,573
vp38,geel,small,dark,hit,635
vp38,groen,small,dark,hit,578
vp38,wit,small,dark,hit,535
vp38,purper,small,dark,hit,558
vp38,bruin,small,dark,hit,613
vp38,turkoois,small,dark,hit,864
vp38,zwart,small,dark,hit,615
vp38,zwart,small,dark,hit,835
vp38,rood,small,dark,hit,529
vp38,rood,small,dark,hit,589
vp38,blauw,small,dark,hit,540
vp38,oranje,small,dark,hit,573
vp38,blauw,small,dark,hit,514
vp38,wit,small,dark,hit,619
vp38,purper,small,dark,hit,947
vp38,groen,small,dark,hit,635
vp38,geel,small,dark,hit,747
vp38,bruin,small,dark,hit,660
vp38,oranje,small,dark,hit,542
vp38,turkoois,small,dark,hit,606
vp39,oranje,large,bright,hit,748
vp39,turkoois,large,bright,hit,699
vp39,wit,large,bright,hit,560
vp39,zwart,large,bright,hit,528
vp39,geel,large,bright,hit,606
vp39,zwart,large,bright,hit,609
vp39,purper,large,bright,hit,535
vp39,rood,large,bright,hit,560
vp39,oranje,large,bright,hit,647
vp39,bruin,large,bright,hit,607
vp39,blauw,large,bright,hit,597
vp39,bruin,large,bright,hit,617
vp39,purper,large,bright,hit,653
vp39,turkoois,large,bright,hit,706
vp39,groen,large,bright,hit,153
vp39,rood,large,bright,hit,636
vp39,wit,large,bright,hit,554
vp39,groen,large,bright,hit,518
vp39,blauw,large,bright,hit,483
vp39,geel,large,bright,hit,579
vp39,turkoois,small,bright,hit,829
vp39,groen,small,bright,hit,662
vp39,zwart,small,bright,hit,715
vp39,bruin,small,bright,hit,614
vp39,rood,small,bright,hit,685
vp39,blauw,small,bright,hit,620
vp39,rood,small,bright,hit,681
vp39,bruin,small,bright,hit,672
vp39,groen,small,bright,hit,713
vp39,turkoois,small,bright,hit,697
vp39,oranje,small,bright,hit,555
vp39,geel,small,bright,hit,844
vp39,wit,small,bright,hit,680
vp39,zwart,small,bright,hit,591
vp39,geel,small,bright,hit,541
vp39,wit,small,bright,hit,697
vp39,blauw,small,bright,hit,541
vp39,purper,small,bright,hit,804
vp39,oranje,small,bright,hit,634
vp39,purper,small,bright,miss,
vp39,oranje,large,dark,hit,556
vp39,zwart,large,dark,hit,584
vp39,turkoois,large,dark,hit,604
vp39,rood,large,dark,hit,520
vp39,blauw,large,dark,hit,586
vp39,bruin,large,dark,hit,545
vp39,geel,large,dark,hit,765
vp39,wit,large,dark,hit,548
vp39,groen,large,dark,hit,487
vp39,bruin,large,dark,hit,562
vp39,wit,large,dark,hit,649
vp39,groen,large,dark,hit,503
vp39,purper,large,dark,hit,560
vp39,oranje,large,dark,hit,520
vp39,geel,large,dark,hit,490
vp39,blauw,large,dark,hit,511
vp39,rood,large,dark,hit,483
vp39,zwart,large,dark,hit,601
vp39,purper,large,dark,hit,631
vp39,turkoois,large,dark,hit,618
vp39,groen,small,dark,hit,608
vp39,zwart,small,dark,hit,525
vp39,turkoois,small,dark,hit,594
vp39,purper,small,dark,hit,690
vp39,turkoois,small,dark,hit,618
vp39,bruin,small,dark,hit,478
vp39,wit,small,dark,hit,561
vp39,blauw,small,dark,hit,580
vp39,rood,small,dark,hit,516
vp39,oranje,small,dark,hit,626
vp39,groen,small,dark,hit,523
vp39,wit,small,dark,hit,528
vp39,blauw,small,dark,hit,549
vp39,oranje,small,dark,hit,552
vp39,geel,small,dark,hit,503
vp39,bruin,small,dark,hit,558
vp39,rood,small,dark,hit,693
vp39,purper,small,dark,hit,536
vp39,geel,small,dark,hit,498
vp39,zwart,small,dark,hit,618
vp40,oranje,large,bright,hit,342
vp40,wit,large,bright,hit,596
vp40,geel,large,bright,hit,592
vp40,wit,large,bright,hit,538
vp40,groen,large,bright,hit,605
vp40,oranje,large,bright,hit,664
vp40,groen,large,bright,hit,556
vp40,geel,large,bright,hit,568
vp40,bruin,large,bright,hit,500
vp40,zwart,large,bright,hit,644
vp40,rood,large,bright,hit,510
vp40,blauw,large,bright,hit,577
vp40,bruin,large,bright,hit,595
vp40,purper,large,bright,hit,864
vp40,rood,large,bright,hit,510
vp40,zwart,large,bright,hit,859
vp40,blauw,large,bright,hit,579
vp40,turkoois,large,bright,hit,569
vp40,purper,large,bright,miss,
vp40,turkoois,large,bright,miss,
vp40,oranje,small,bright,hit,598
vp40,turkoois,small,bright,hit,831
vp40,geel,small,bright,hit,874
vp40,rood,small,bright,hit,597
vp40,purper,small,bright,hit,900
vp40,wit,small,bright,hit,738
vp40,blauw,small,bright,hit,883
vp40,blauw,small,bright,hit,720
vp40,zwart,small,bright,hit,720
vp40,oranje,small,bright,hit,859
vp40,zwart,small,bright,hit,907
vp40,groen,small,bright,hit,946
vp40,bruin,small,bright,hit,726
vp40,groen,small,bright,hit,823
vp40,geel,small,bright,hit,872
vp40,turkoois,small,bright,hit,783
vp40,rood,small,bright,hit,645
vp40,wit,small,bright,hit,845
vp40,purper,small,bright,hit,803
vp40,bruin,small,bright,miss,
vp40,zwart,large,dark,hit,581
vp40,oranje,large,dark,hit,522
vp40,bruin,large,dark,hit,565
vp40,purper,large,dark,hit,942
vp40,geel,large,dark,hit,503
vp40,wit,large,dark,hit,561
vp40,geel,large,dark,hit,660
vp40,groen,large,dark,hit,525
vp40,rood,large,dark,hit,579
vp40,rood,large,dark,hit,518
vp40,zwart,large,dark,hit,666
vp40,bruin,large,dark,hit,575
vp40,groen,large,dark,hit,478
vp40,blauw,large,dark,hit,590
vp40,turkoois,large,dark,hit,868
vp40,oranje,large,dark,hit,519
vp40,turkoois,large,dark,hit,577
vp40,wit,large,dark,hit,722
vp40,blauw,large,dark,miss,
vp40,purper,large,dark,miss,
vp40,groen,small,dark,hit,522
vp40,oranje,small,dark,hit,431
vp40,geel,small,dark,hit,874
vp40,rood,small,dark,hit,562
vp40,oranje,small,dark,hit,588
vp40,zwart,small,dark,hit,532
vp40,groen,small,dark,hit,502
vp40,bruin,small,dark,hit,545
vp40,rood,small,dark,hit,578
vp40,turkoois,small,dark,hit,681
vp40,bruin,small,dark,hit,604
vp40,geel,small,dark,hit,784
vp40,purper,small,dark,hit,647
vp40,blauw,small,dark,hit,589
vp40,blauw,small,dark,hit,502
vp40,wit,small,dark,hit,520
vp40,zwart,small,dark,hit,843
vp40,turkoois,small,dark,hit,652
vp40,wit,small,dark,hit,618
vp40,purper,small,dark,miss,
vp41,oranje,large,bright,hit,565
vp41,blauw,large,bright,hit,463
vp41,groen,large,bright,hit,439
vp41,geel,large,bright,hit,614
vp41,purper,large,bright,hit,448
vp41,groen,large,bright,hit,513
vp41,wit,large,bright,hit,422
vp41,purper,large,bright,hit,560
vp41,blauw,large,bright,hit,473
vp41,zwart,large,bright,hit,535
vp41,turkoois,large,bright,hit,728
vp41,turkoois,large,bright,hit,615
vp41,bruin,large,bright,hit,479
vp41,zwart,large,bright,hit,502
vp41,rood,large,bright,hit,534
vp41,oranje,large,bright,hit,564
vp41,geel,large,bright,hit,788
vp41,rood,large,bright,hit,536
vp41,wit,large,bright,hit,555
vp41,bruin,large,bright,hit,558
vp41,geel,small,bright,hit,688
vp41,blauw,small,bright,hit,747
vp41,bruin,small,bright,hit,524
vp41,rood,small,bright,hit,523
vp41,oranje,small,bright,hit,492
vp41,zwart,small,bright,hit,621
vp41,zwart,small,bright,hit,600
vp41,groen,small,bright,hit,704
vp41,purper,small,bright,hit,668
vp41,wit,small,bright,hit,579
vp41,wit,small,bright,hit,631
vp41,blauw,small,bright,hit,546
vp41,purper,small,bright,hit,863
vp41,rood,small,bright,hit,630
vp41,turkoois,small,bright,hit,725
vp41,oranje,small,bright,hit,530
vp41,groen,small,bright,hit,545
vp41,geel,small,bright,hit,643
vp41,bruin,small,bright,hit,638
vp41,turkoois,small,bright,hit,729
vp41,blauw,large,dark,hit,423
vp41,wit,large,dark,hit,483
vp41,oranje,large,dark,hit,471
vp41,bruin,large,dark,hit,479
vp41,purper,large,dark,hit,615
vp41,blauw,large,dark,hit,461
vp41,purper,large,dark,hit,496
vp41,geel,large,dark,hit,491
vp41,wit,large,dark,hit,478
vp41,rood,large,dark,hit,532
vp41,turkoois,large,dark,hit,444
vp41,groen,large,dark,hit,535
vp41,bruin,large,dark,hit,470
vp41,zwart,large,dark,hit,444
vp41,zwart,large,dark,hit,517
vp41,turkoois,large,dark,hit,600
vp41,groen,large,dark,hit,688
vp41,rood,large,dark,hit,442
vp41,oranje,large,dark,hit,546
vp41,geel,large,dark,hit,532
vp41,wit,small,dark,hit,834
vp41,turkoois,small,dark,hit,591
vp41,oranje,small,dark,hit,437
vp41,purper,small,dark,hit,637
vp41,purper,small,dark,hit,546
vp41,groen,small,dark,hit,488
vp41,rood,small,dark,hit,516
vp41,zwart,small,dark,hit,445
vp41,rood,small,dark,hit,486
vp41,bruin,small,dark,hit,502
vp41,zwart,small,dark,hit,485
vp41,blauw,small,dark,hit,471
vp41,oranje,small,dark,hit,526
vp41,turkoois,small,dark,hit,637
vp41,groen,small,dark,hit,555
vp41,wit,small,dark,hit,463
vp41,bruin,small,dark,hit,536
vp41,geel,small,dark,hit,508
vp41,blauw,small,dark,hit,526
vp41,geel,small,dark,hit,539
vp42,oranje,large,bright,hit,487
vp42,geel,large,bright,hit,467
vp42,wit,large,bright,hit,556
vp42,bruin,large,bright,hit,463
vp42,turkoois,large,bright,hit,651
vp42,rood,large,bright,hit,466
vp42,blauw,large,bright,hit,466
vp42,blauw,large,bright,hit,489
vp42,geel,large,bright,hit,441
vp42,turkoois,large,bright,hit,594
vp42,groen,large,bright,hit,695
vp42,wit,large,bright,hit,417
vp42,geel,large,bright,hit,560
vp42,oranje,large,bright,hit,491
vp42,zwart,large,bright,hit,530
vp42,zwart,large,bright,hit,742
vp42,zwart,large,bright,hit,581
vp42,purper,large,bright,hit,574
vp42,oranje,large,bright,hit,685
vp42,purper,large,bright,miss,
vp42,groen,small,bright,hit,550
vp42,turkoois,small,bright,hit,592
vp42,bruin,small,bright,hit,582
vp42,zwart,small,bright,hit,811
vp42,geel,small,bright,hit,659
vp42,groen,small,bright,hit,781
vp42,geel,small,bright,hit,583
vp42,blauw,small,bright,hit,703
vp42,blauw,small,bright,hit,846
vp42,groen,small,bright,hit,703
vp42,rood,small,bright,hit,914
vp42,groen,small,bright,hit,683
vp42,geel,small,bright,hit,559
vp42,bruin,small,bright,hit,648
vp42,turkoois,small,bright,hit,584
vp42,rood,small,bright,hit,900
vp42,wit,small,bright,miss,
vp42,purper,small,bright,miss,
vp42,wit,small,bright,miss,
vp42,rood,small,bright,miss,
vp42,bruin,large,dark,hit,589
vp42,rood,large,dark,hit,464
vp42,blauw,large,dark,hit,389
vp42,groen,large,dark,hit,344
vp42,oranje,large,dark,hit,475
vp42,blauw,large,dark,hit,425
vp42,rood,large,dark,hit,507
vp42,zwart,large,dark,hit,455
vp42,turkoois,large,dark,hit,419
vp42,groen,large,dark,hit,701
vp42,geel,large,dark,hit,398
vp42,oranje,large,dark,hit,581
vp42,bruin,large,dark,hit,664
vp42,turkoois,large,dark,hit,499
vp42,purper,large,dark,hit,532
vp42,bruin,large,dark,hit,537
vp42,purper,large,dark,hit,561
vp42,oranje,large,dark,hit,431
vp42,wit,large,dark,hit,475
vp42,zwart,large,dark,hit,470
vp42,turkoois,small,dark,hit,737
vp42,oranje,small,dark,hit,444
vp42,wit,small,dark,hit,436
vp42,purper,small,dark,hit,576
vp42,geel,small,dark,hit,483
vp42,blauw,small,dark,hit,418
vp42,blauw,small,dark,hit,578
vp42,rood,small,dark,hit,581
vp42,wit,small,dark,hit,515
vp42,turkoois,small,dark,hit,568
vp42,groen,small,dark,hit,515
vp42,zwart,small,dark,hit,649
vp42,zwart,small,dark,hit,620
vp42,rood,small,dark,hit,478
vp42,bruin,small,dark,hit,498
vp42,purper,small,dark,hit,447
vp42,bruin,small,dark,hit,501
vp42,purper,small,dark,hit,566
vp42,wit,small,dark,hit,469
vp42,oranje,small,dark,hit,701
